"round","col","row","i","name","score","uid"
1,5,4,19,"Carl",-700,1553
2,3,3,38,"Lauren",1500,1553
2,4,4,34,"Carl",1000,1553
1,4,4,11,"Erica",300,1554
2,2,2,37,"Travis",1000,1554
2,3,4,42,"Erica",2000,1554
1,1,4,9,"Hope",500,1555
2,1,4,33,"Travis",1000,1555
2,5,4,53,"Hope",-750,1555
1,1,4,4,"Babu",600,1556
2,3,3,53,"Babu",2600,1556
2,4,5,40,"Babu",4600,1556
1,6,3,21,"Babu",500,1557
2,3,3,46,"Yaron",2000,1557
2,2,4,42,"Babu",1800,1557
1,3,5,17,"Laura",300,1558
2,1,3,43,"Babu",1600,1558
2,3,3,58,"Babu",3600,1558
1,4,4,14,"Chris",-400,1559
2,3,2,34,"Ken",3000,1559
2,1,4,36,"Ken",-2000,1559
1,5,4,12,"Bridget",500,1560
2,1,4,52,"Ken",1000,1560
2,5,5,41,"Carl",-1500,1560
1,1,4,28,"Steve",2700,1561
2,1,4,41,"Carl",1500,1561
2,6,4,54,"Liz",-400,1561
1,3,4,24,"Jean",800,1562
2,1,3,53,"Bob",2200,1562
2,4,4,39,"Bob",1100,1562
1,3,3,4,"Katie",500,1563
2,5,3,58,"Bob",-1500,1563
2,4,5,43,"Bob",-1400,1563
1,3,4,16,"Jeff",1200,1564
2,3,4,59,"Mark",2500,1564
2,2,5,35,"Mike",1700,1564
1,4,4,9,"Mark",500,1565
2,1,4,35,"Mark",1200,1565
2,4,4,40,"Mark",1200,1565
1,4,4,24,"Tom",1500,1566
2,6,3,58,"Mark",-1200,1566
2,4,4,49,"Tom",1200,1566
1,2,4,4,"Liam",500,1567
2,5,3,33,"Liam",600,1567
2,2,5,45,"Liam",700,1567
1,1,4,4,"Stuart",500,1568
2,2,3,40,"Chip",600,1568
1,1,4,29,"Chip",300,1569
2,1,3,56,"Jay",1100,1569
2,2,5,50,"Marian",1500,1569
1,1,3,3,"Lan",500,1570
2,5,3,38,"Lan",1600,1570
2,6,5,49,"Eleanor",-1000,1570
1,5,3,13,"Lan",-1800,1571
2,4,4,48,"Richard",-2000,1571
2,2,5,52,"Lan",1000,1571
1,6,5,11,"Gary",800,1572
2,3,3,57,"Lan",-300,1572
2,2,4,35,"Gary",1500,1572
1,1,3,24,"Lan",1000,1573
2,1,4,42,"Scott",-1500,1573
2,3,5,40,"Lan",2000,1573
1,5,5,21,"Chris",1000,1574
2,1,3,33,"Elizabeth",1000,1574
2,4,5,45,"Kevin",1000,1574
1,1,5,5,"Kevin",-600,1575
2,1,4,59,"Kevin",500,1575
2,5,4,57,"Kevin",200,1575
1,1,5,16,"Kevin",1400,1576
2,1,2,37,"Ken",-4600,1576
2,3,3,48,"Kevin",-2800,1576
1,4,3,26,"Chris",1000,1577
2,5,3,39,"Chris",-1000,1577
2,4,4,51,"Lauren",1000,1577
1,2,4,5,"Kevin",500,1578
2,1,3,49,"Kevin",1000,1578
2,3,5,46,"Kevin",-1000,1578
1,4,4,20,"Dan",-1000,1579
2,2,3,31,"Jeremy",800,1579
2,1,4,52,"Dan",1500,1579
1,4,4,26,"Kevin",500,1580
2,1,4,33,"Kevin",1000,1580
2,4,4,48,"Carol",-1200,1580
1,4,4,24,"Raymon",-800,1581
2,1,4,55,"Sharon",-3000,1581
2,2,4,51,"Raymon",-600,1581
1,6,4,27,"Pat",1000,1582
2,4,4,32,"Pat",1500,1582
2,5,4,57,"Pat",-2000,1582
1,4,5,30,"Pat",-500,1583
2,6,3,44,"Pat",1500,1583
2,1,5,55,"Michael",1500,1583
1,3,4,18,"Downey",1000,1584
2,4,4,54,"Michael",800,1584
2,5,4,49,"Michael",2000,1584
1,5,4,29,"Josh",-1000,1585
2,3,2,52,"Josh",-1600,1585
2,6,3,38,"Josh",1000,1585
1,4,5,25,"Josh",-500,1586
2,6,4,50,"Josh",2000,1586
2,2,5,36,"Roland",1000,1586
1,4,4,9,"Laura",2000,1587
2,1,5,35,"Ken",1400,1587
2,3,5,46,"Ken",4000,1587
1,1,5,9,"Carsten!",800,1588
2,2,3,57,"Carsten!",4500,1588
2,6,4,48,"Yuri",2000,1588
1,6,5,21,"Robin",700,1589
2,1,3,48,"Robin",1000,1589
2,2,5,55,"Robin",1100,1589
1,1,5,18,"Fredrik",1800,1590
2,2,4,37,"Fredrik",2000,1590
2,4,5,42,"Fredrik",9500,1590
1,4,4,20,"Robin",1400,1591
2,3,4,34,"Robin",1200,1591
2,1,5,59,"Robin",-600,1591
1,2,3,26,"Mark",1400,1593
2,2,3,38,"Mark",2000,1593
2,4,5,36,"Brooke",-200,1593
1,5,5,25,"Ken",1200,1594
2,5,4,54,"Ken",3600,1594
2,2,5,40,"Ken",3000,1594
1,3,3,28,"Mary Beth",400,1595
2,1,3,56,"Mary Beth",-500,1595
2,5,4,34,"Gary",700,1595
1,4,4,9,"Mary Beth",400,1596
2,6,4,49,"John",3000,1596
2,3,5,45,"Mary Beth",900,1596
1,2,4,24,"Sid",-800,1597
2,6,4,43,"Natasha",-800,1597
2,3,5,58,"John",-1700,1597
1,1,4,28,"Jane",-1000,1598
2,5,3,47,"Sid",700,1598
2,2,4,53,"Sid",-700,1598
1,5,3,26,"Sid",300,1599
2,3,4,42,"Christy",-1000,1599
2,5,4,48,"Sid",400,1599
1,1,3,4,"Darren",200,1600
2,4,3,58,"Jennifer",-2500,1600
2,2,5,39,"Jennifer",-1500,1600
1,4,4,27,"Sheri",700,1601
2,2,4,54,"Sid",300,1601
2,4,4,34,"Sheri",800,1601
1,4,5,20,"Correne",800,1602
2,1,3,45,"Correne",-800,1602
2,5,4,58,"Stephen",500,1602
1,3,5,22,"Paul",600,1603
2,1,4,47,"Stephen",1000,1603
2,3,5,37,"Stephen",2000,1603
1,2,5,15,"Michael",-900,1604
2,1,3,58,"Lynne",1000,1604
2,4,3,43,"Stephen",-600,1604
1,3,5,16,"Bryan",-100,1605
2,1,4,56,"Rick",-400,1605
2,5,4,45,"Bryan",400,1605
1,3,3,9,"Rick",900,1606
2,3,2,44,"Rick",1400,1606
2,1,4,34,"Jim",1500,1606
1,4,5,17,"Chris",2000,1607
2,4,2,55,"Willie",3000,1607
2,2,4,57,"Chris",3000,1607
1,1,3,28,"Michael",3400,1608
2,5,3,46,"Nathan",5000,1608
2,4,5,57,"Michael",2000,1608
1,4,5,17,"Kunle",3600,1609
2,1,4,50,"Kunle",5000,1609
2,5,4,57,"Kunle",10000,1609
1,5,5,20,"Carla",-1000,1610
2,4,3,49,"Ken",-2600,1610
2,5,3,58,"Ken",-1800,1610
1,3,3,28,"Ken",-1800,1611
2,5,3,60,"Ken",5400,1611
2,3,4,44,"Ken",1600,1611
1,4,3,23,"Ken",1400,1612
2,6,2,52,"Ken",3800,1612
2,2,3,43,"Josh",1200,1612
1,3,4,4,"Ken",1200,1613
2,4,4,36,"Ken",5000,1613
2,6,4,49,"Deirdre",3000,1613
1,5,5,23,"Alan",1000,1614
2,1,3,53,"Alan",-1000,1614
2,5,4,34,"Susan",4500,1614
1,3,2,22,"Chris",-500,1615
2,2,5,60,"Eddie",1200,1615
2,3,5,44,"Chris",400,1615
1,3,4,26,"Eddie",1500,1616
2,5,3,42,"Tony",-500,1616
2,1,4,57,"Eddie",1000,1616
1,4,3,30,"Alancia",-500,1617
2,1,3,58,"Ann",-200,1617
2,3,5,40,"Eddie",3700,1617
1,4,5,8,"Eddie",900,1618
2,1,4,33,"Ted",1600,1618
2,5,4,43,"Ted",4000,1618
1,3,5,30,"Bret",800,1619
2,4,3,55,"Ken",2200,1619
2,1,5,45,"Ken",2600,1619
2,3,4,50,"Cindy",3000,1620
1,3,4,21,"Dom",1800,1621
2,5,4,54,"Kelly",-2000,1621
2,4,5,36,"Kelly",-2000,1621
1,5,4,15,"Judy",-1000,1622
2,1,4,39,"Becky",-2000,1622
2,2,4,57,"Jeff",4400,1622
1,3,5,13,"Pat",1000,1623
2,3,4,51,"Leslie",-1000,1623
2,1,5,36,"Pat",3000,1623
1,5,5,20,"Beth",500,1624
2,6,4,34,"Paul",1200,1624
2,3,5,59,"Beth",-2000,1624
1,2,4,29,"Paul",-1300,1625
2,1,4,34,"Becky",1000,1625
2,4,5,55,"Becky",-100,1625
1,2,4,25,"Robin",-400,1626
2,1,4,41,"Becky",300,1626
2,4,5,51,"Mike",-1000,1626
1,1,4,9,"Robin",-400,1627
2,5,3,33,"Robin",700,1627
2,6,5,55,"Robin",-2000,1627
1,1,4,14,"Melanie",900,1628
2,3,3,41,"David",1900,1628
2,5,3,51,"Melanie",1400,1628
1,4,5,15,"Melanie",900,1629
2,1,3,33,"Keith",600,1629
2,5,5,55,"Melanie",-1200,1629
1,4,4,14,"Keith",400,1630
2,3,4,54,"Paul",600,1630
2,4,5,50,"Keith",-1700,1630
1,1,5,9,"Brian",1000,1631
2,3,3,46,"Kelly",-4000,1631
2,1,4,58,"JC",1000,1631
1,5,5,21,"Greg",500,1632
2,6,3,49,"Brian",-2000,1632
2,3,5,45,"Greg",-1000,1632
1,3,4,4,"Mike",500,1633
2,5,4,60,"Amy",2000,1633
2,3,5,40,"Robin",2000,1633
1,2,4,29,"Robin",700,1634
2,4,3,44,"Robin",1000,1634
2,3,4,49,"Steve",-1000,1634
1,1,2,17,"Robin",700,1635
2,1,3,55,"Robin",2000,1635
2,4,3,38,"Ruben",1000,1635
1,2,4,19,"Jason",-800,1636
2,1,3,40,"Jason",-1300,1636
2,2,5,57,"Robin",2000,1636
1,3,3,8,"Greg",300,1637
2,4,4,31,"Jim",-2000,1637
2,6,5,48,"Al",-1500,1637
1,5,4,24,"Katy",-1000,1638
2,1,5,50,"Al",3000,1638
2,6,5,48,"Al",2000,1638
1,1,5,9,"Evan",-800,1639
2,4,3,56,"Robin",800,1639
2,3,4,39,"Evan",-600,1639
1,4,4,24,"Jeremy",1000,1640
2,3,3,46,"Linda",2400,1640
2,5,5,60,"Linda",3201,1640
1,4,4,24,"Dawn",-2000,1641
2,5,3,54,"Leah",400,1641
2,6,5,52,"Dawn",-6000,1641
1,3,3,18,"Leah",1000,1642
2,2,4,34,"Jen",1000,1642
2,4,4,44,"Jen",-1000,1642
1,2,5,26,"Jeremy",500,1643
2,3,2,54,"Jeremy",-2000,1643
2,1,3,58,"Jeremy",-1000,1643
1,1,4,9,"Blair",500,1644
2,4,3,38,"Pam",900,1644
2,6,4,54,"Blair",1400,1644
1,1,4,12,"Janet",300,1645
2,2,2,35,"Chris",1000,1645
2,5,2,39,"Tim",2000,1645
1,4,3,28,"Tim",1000,1646
2,2,3,55,"Tim",-500,1646
2,5,5,52,"Jeff",-600,1646
1,1,3,8,"Susan",800,1647
2,5,2,51,"Jeff",-1500,1647
2,1,5,60,"Susan",2200,1647
1,4,5,5,"Susan",500,1648
2,6,4,59,"Jim",-2500,1648
2,2,5,53,"Kristi",-1000,1648
1,5,4,29,"Traci",600,1649
2,6,3,49,"Susan",-2000,1649
2,1,4,37,"Bruce",-700,1649
1,5,4,4,"Susan",500,1650
2,2,5,36,"Francisco",-1000,1650
2,3,5,58,"Megan",1000,1650
1,4,3,8,"Drew",800,1651
2,1,4,54,"Susan",-1000,1651
2,6,5,59,"Rocco",1500,1651
1,6,5,26,"Rocco",1400,1652
2,1,3,38,"Lynne",600,1652
2,2,4,58,"David",-1000,1652
1,3,4,13,"Charles",-600,1653
2,1,5,40,"Ellen",1000,1653
2,5,5,50,"Charles",1000,1653
1,3,3,13,"Charles",400,1654
2,5,2,44,"Maggie",500,1654
2,1,5,39,"Maggie",-200,1654
1,1,3,8,"Emily",-800,1655
2,6,3,39,"Su",2000,1655
2,5,4,57,"Su",-2000,1655
1,1,4,4,"Judy",400,1656
2,6,3,54,"Tom",2000,1656
2,1,4,44,"Judy",-2000,1656
1,4,3,16,"Ted",-1600,1657
2,3,4,49,"Ted",1800,1657
2,6,4,51,"Ted",1600,1657
1,5,4,25,"Kazim",-1000,1658
2,5,3,52,"Allisson",-3400,1658
2,4,5,57,"Kazim",-2000,1658
1,5,4,13,"Su",-1000,1659
2,1,2,33,"Stephen",-1400,1659
2,6,5,55,"Su",2000,1659
1,5,5,30,"Shelley",800,1660
2,2,4,51,"Jon",5800,1660
2,1,5,48,"Jon",-5000,1660
1,1,4,29,"Carol",-1200,1661
2,4,4,54,"Sean",2000,1661
2,6,4,47,"Sean",2000,1661
1,1,4,26,"Emilie",-1200,1662
2,5,3,45,"Emilie",1000,1662
2,1,5,44,"Emilie",-2200,1662
1,1,4,16,"Emilie",-1000,1663
2,1,2,32,"Richard",3000,1663
2,5,3,43,"Richard",5000,1663
1,4,4,29,"Richard",3000,1664
2,3,3,48,"Richard",3000,1664
2,6,3,53,"Richard",4000,1664
1,1,4,29,"Bill",4000,1665
2,1,3,33,"Molly",3000,1665
2,3,3,53,"Molly",-500,1665
1,6,5,20,"Beth",3000,1666
2,1,4,49,"Molly",-3000,1666
2,5,5,55,"Molly",-3000,1666
1,6,5,10,"Amy",1000,1667
2,3,3,43,"Amy",1500,1667
2,1,4,49,"Beth",5000,1667
1,1,4,10,"Kate",600,1668
2,4,2,39,"Ron",1531,1668
2,3,4,51,"Ron",2000,1668
1,2,2,13,"Ron",600,1669
2,3,3,43,"Ron",-5000,1669
2,6,3,60,"Ron",-3000,1669
1,3,3,17,"Janet",-300,1670
2,4,2,45,"Janet",1000,1670
1,6,2,13,"Rich",-1000,1671
2,6,3,31,"Otis",-1000,1671
2,4,4,45,"Rich",400,1671
1,3,4,12,"Rich",400,1672
2,1,5,54,"Tom",-3400,1672
2,3,5,57,"Tom",1000,1672
1,6,3,15,"Rich",-900,1673
2,6,3,45,"Thompson",2500,1673
2,1,4,49,"Doug",-100,1673
1,5,4,4,"Rich",-300,1674
2,2,3,33,"Susan",1000,1674
2,6,3,29,"Robert",500,1674
1,5,3,10,"Robin",1000,1675
2,3,3,53,"Robin",3000,1675
2,6,4,39,"Su",-4400,1675
1,4,5,28,"Jon",-1000,1676
2,4,4,54,"Robin",5500,1676
2,6,4,49,"Cindi",2000,1676
1,3,3,28,"Cindi",1000,1677
2,6,3,38,"Katie",-2500,1677
2,3,4,49,"Nate",4238,1677
1,1,5,20,"Wayne",800,1678
2,3,3,33,"Nate",-2746,1678
2,5,3,48,"Wayne",2000,1678
1,1,4,4,"Brad",-100,1679
2,2,4,34,"Katie",1000,1679
2,1,5,40,"Katie",-1400,1679
1,4,4,13,"Amy",1100,1680
2,1,3,48,"Amy",-1300,1680
2,5,3,53,"Amy",1000,1680
1,3,3,9,"Erica",-600,1681
2,4,2,57,"Wayne",-2000,1681
2,1,5,50,"Tana",-5000,1681
1,4,5,13,"Gavin",700,1682
2,6,3,32,"Michael",1200,1682
2,4,4,38,"Michael",2000,1682
1,1,2,4,"Matthew",300,1683
2,1,3,34,"Matthew",1300,1683
2,4,4,46,"Noah",1200,1683
1,4,2,2,"David",500,1684
2,4,4,35,"David",1500,1684
2,5,5,41,"Eryn",-1500,1684
1,2,4,24,"Amy",-1300,1685
2,5,3,44,"Brad",1000,1685
2,1,4,35,"Amy",1200,1685
1,6,3,24,"Noah",-500,1686
2,2,2,41,"Gavin",-1000,1686
2,5,5,49,"Noah",500,1686
1,6,5,30,"Katie",-500,1687
2,2,4,54,"Michael",1000,1687
2,1,5,50,"Katie",-500,1687
1,2,5,6,"Amy",-700,1688
2,4,4,40,"Michael",3000,1688
2,6,4,35,"Michael",1100,1688
1,6,5,20,"Hank",1000,1690
2,6,2,43,"Heidi",3000,1690
2,3,4,48,"Hank",2000,1690
1,5,5,30,"David",-1000,1691
2,3,4,49,"David",1000,1691
2,6,5,60,"Jim",500,1691
1,4,5,18,"Mike",1500,1692
2,1,3,36,"Mike",3000,1692
2,6,5,45,"David",2500,1692
1,2,5,25,"Mike",1500,1693
2,2,4,39,"Phil",1400,1693
2,5,4,59,"Mike",3700,1693
1,3,5,6,"Mike",1000,1694
2,5,4,34,"Dennis",2000,1694
2,2,5,53,"Dennis",-1000,1694
1,1,5,15,"Camille",900,1695
2,1,4,49,"Allen",2000,1695
2,4,5,36,"Allen",1000,1695
1,4,5,12,"Ed",500,1696
2,4,5,53,"Phil",1200,1696
2,6,5,57,"Phil",-2000,1696
1,4,5,25,"Ed",500,1697
2,4,3,43,"George",1000,1697
2,2,4,41,"Jennifer",2000,1697
1,6,4,14,"Jeffrey",500,1698
2,3,3,44,"Eliza",1000,1698
2,4,5,60,"Stephen",1000,1698
1,1,2,27,"Caroline",2200,1699
2,1,4,59,"Allison",-2400,1699
2,5,5,45,"Allison",-5000,1699
1,1,3,13,"Ben",1000,1700
2,1,3,33,"Frank",3000,1700
2,4,4,57,"Ben",10000,1700
1,4,4,4,"David",700,1701
2,1,4,49,"Heidi",3300,1701
2,3,4,44,"David",-3000,1701
1,3,3,29,"Theresa",500,1702
2,6,3,38,"Deanna",1400,1702
2,4,4,50,"James",1200,1702
1,4,5,30,"Deanna",-1300,1703
2,1,3,38,"Mary Ellen",800,1703
2,3,3,44,"Ken",-700,1703
1,3,3,17,"Ken",500,1704
2,5,3,56,"Dylan",-1000,1704
2,3,4,52,"Dylan",1500,1704
1,1,5,29,"Dylan",-700,1705
2,5,4,53,"Spencer",-1500,1705
2,4,5,34,"Dylan",700,1705
1,1,4,29,"David",-100,1706
2,6,4,44,"Dylan",-1000,1706
2,3,5,53,"David",1500,1706
1,5,3,28,"Hilary",-1000,1707
2,5,3,44,"Hilary",-1000,1707
2,3,5,51,"Dylan",-500,1707
1,1,5,9,"Pam",500,1708
2,3,3,43,"Steve",1500,1708
2,6,5,58,"Lyle",-1000,1708
1,1,4,29,"Steve",600,1709
2,1,3,33,"Jarma",-1000,1709
2,6,4,54,"Steve",2300,1709
1,2,4,17,"Laura",800,1710
2,3,3,55,"Steve",3000,1710
2,6,4,45,"Laura",700,1710
1,2,4,29,"Sean",500,1711
2,4,3,50,"Sean",700,1711
2,1,4,40,"Steve",2000,1711
1,1,5,22,"Leslie",500,1712
2,4,3,38,"Heather",1000,1712
2,5,3,45,"Leslie",700,1712
1,5,4,6,"Lisa",500,1713
2,4,3,56,"Leslie",600,1713
2,5,5,55,"Leslie",400,1713
1,4,3,8,"Leslie",500,1714
2,1,4,57,"Leslie",400,1714
2,6,4,39,"June",-500,1714
1,5,3,21,"Caroline",1000,1715
2,1,2,42,"Hank",2000,1715
2,5,4,34,"Ben",7800,1715
1,1,4,4,"Naomi",-600,1716
2,4,3,57,"David",3500,1716
2,6,4,34,"Naomi",-2000,1716
1,6,5,28,"Stephen",796,1717
2,5,5,48,"Heidi",5200,1717
2,6,5,43,"Frank",7500,1717
1,3,4,23,"Juliet",2500,1718
2,1,3,48,"Juliet",5000,1718
2,3,5,40,"Ramon",-2800,1718
1,4,5,25,"Lori",-400,1719
2,4,4,54,"Juliet",1600,1719
2,6,5,34,"Juliet",-5000,1719
1,1,4,24,"Mont",-2400,1720
2,3,2,37,"Mont",1600,1720
2,5,5,51,"Hanley",5000,1720
1,5,4,20,"Claire",2000,1721
2,1,2,58,"Mary",2000,1721
2,6,4,43,"Hanley",2000,1721
1,1,5,24,"Gordon",1400,1722
2,4,3,30,"Gordon",-3200,1722
2,2,4,36,"Gordon",1200,1722
1,2,3,28,"Jason",1000,1723
2,3,2,52,"Karen",3000,1723
2,5,3,58,"Jason",-1000,1723
1,4,4,29,"Linda",3000,1724
2,4,3,58,"Matt",1000,1724
2,5,4,36,"Matt",-2000,1724
1,3,5,11,"Matt",-1500,1725
2,3,2,40,"Matt",-2300,1725
2,4,4,53,"Matt",1000,1725
1,1,4,14,"Maggie",1000,1726
2,6,4,44,"Adam",2000,1726
2,1,5,34,"Bobby",1600,1726
1,5,3,28,"Sage",-1000,1727
2,4,4,41,"Russ",-1200,1727
2,2,5,45,"Russ",1000,1727
1,4,4,29,"Gabrielle",700,1728
2,1,3,57,"Gabrielle",-3000,1728
2,2,3,41,"Sage",1200,1728
1,4,4,9,"Noel",-2000,1729
2,5,3,36,"Noel",3000,1729
2,3,5,43,"Noel",4000,1729
1,5,4,10,"Ella",500,1730
2,4,3,53,"Scott",2000,1730
2,1,4,40,"Linda",1500,1730
1,2,4,29,"Scott",-2000,1731
2,2,4,44,"Scott",2000,1731
2,5,4,59,"Mary",1000,1731
1,4,3,23,"Mary",600,1732
2,2,3,54,"Mary",-100,1732
2,5,4,51,"Mary",1000,1732
1,3,2,22,"Mary",1000,1733
2,3,3,58,"Brendan",2800,1733
2,2,4,41,"Mary",1000,1733
1,2,5,15,"Brendan",-1000,1734
2,3,2,47,"Brendan",-5000,1734
2,2,4,39,"Brendan",-1600,1734
1,5,5,25,"Bill",-400,1735
2,1,4,48,"Bill",800,1735
2,3,4,55,"Wanda",-4000,1735
1,2,4,29,"Bill",-800,1736
2,2,4,41,"Bill",6000,1736
2,4,4,57,"Steve",1200,1736
1,5,4,8,"Manoj",800,1737
2,5,3,32,"Bill",1600,1737
2,3,4,58,"Manoj",1400,1737
1,5,5,24,"Andy",-1200,1738
2,3,4,35,"Carol",3000,1738
2,5,4,55,"Andy",-200,1738
1,2,4,24,"Umiko",-1000,1739
2,3,3,39,"Aaron",1000,1739
2,6,5,58,"Andy",1200,1739
1,1,5,28,"Umiko",-1200,1740
2,5,3,50,"Umiko",400,1740
2,1,4,43,"Lori",-1000,1740
1,1,3,22,"Erik",1000,1741
2,3,3,33,"Erik",1600,1741
2,5,4,49,"Lynda",-2000,1741
1,3,3,16,"Derek",-1800,1742
2,6,4,33,"Erik",1200,1742
1,4,3,23,"Erik",600,1743
2,3,3,59,"Ben",400,1743
2,4,5,50,"Mary",1600,1743
1,4,4,19,"Ben",-600,1744
2,4,3,44,"Ben",1000,1744
2,5,4,55,"Summer",-3000,1744
1,4,3,23,"Ben",800,1745
2,4,3,53,"Ben",-1200,1745
2,5,5,40,"Ben",-1000,1745
1,5,3,3,"Amy",1000,1746
