"name","final","coryat","right","wrong","uid"
"James",118816,34000,41,1,6270
"Claudia",15601,8400,8,0,6270
"Kevin",15593,7800,8,1,6270
"James",73621,32000,37,1,6271
"Silvija",2400,2400,7,1,6271
"Wayne",19999,11400,13,0,6271
"James",90812,28400,36,1,6272
"Tim",0,2600,7,2,6272
"Alix",5600,9600,10,0,6272
"James",49600,29600,34,2,6273
"Tyler",0,3600,10,5,6273
"Robin",3300,5600,6,3,6273
"James",54017,25600,28,1,6274
"Jasmine",7800,7800,9,0,6274
"Adam",53999,17000,20,0,6274
"James",96726,37800,43,0,6275
"Jason",5399,6400,6,1,6275
"Libby",1999,7400,8,0,6275
"James",101682,38200,42,0,6276
"Kate",8399,4200,4,0,6276
"Imar",8612,8200,10,0,6276
"James",80615,31800,35,4,6277
"Jessica",0,1400,6,3,6277
"Josh",10200,10200,13,0,6277
"James",82381,37200,43,0,6278
"Pete",0,4600,7,2,6278
"Carol",2399,5000,6,2,6278
"Mariah",4795,2400,8,5,6279
"Joe",20401,10200,26,5,6279
"Julia",15200,10200,14,6,6279
"Tara",2000,1000,8,4,6280
"Matthew",9600,12400,21,3,6280
"Trevor",15500,12800,20,3,6280
"Francois",20600,26600,29,4,6281
"Alexandra",5199,7000,11,1,6281
"Vicki",1000,4800,10,2,6281
"Sara",8399,16600,20,5,6282
"Melissa",800,5400,14,5,6282
"Conor",17600,9600,16,1,6282
"Dave",12300,8200,14,7,6283
"Benjamin",22001,13800,22,2,6283
"Ellie",1,8800,11,1,6283
"Joe",5399,4600,17,7,6284
"Trevor",100,12600,17,2,6284
"Sara",7599,14000,15,1,6284
"Benjamin",5,5400,15,3,6285
"Francois",18801,19200,21,3,6285
"Julia",18797,9400,15,2,6285
"Conor",19201,10200,16,3,6286
"Dave",5399,13200,17,2,6286
"Matthew",9300,9600,14,0,6286
"Conor",5600,9000,20,4,6287
"Francois",20400,18400,21,2,6287
"Sara",4800,6800,12,2,6287
"James",89229,32000,37,0,6289
"Jenny",8801,4600,11,3,6289
"Adam",1,4200,10,2,6289
"James",86905,31400,34,0,6290
"Kate",13100,6600,10,0,6290
"Jason",14400,12400,14,0,6290
"James",71885,31600,35,1,6291
"Mary",7200,7200,11,1,6291
"Liz",-2400,-400,8,5,6291
"James",52108,24600,26,1,6292
"Laura",1200,1200,6,2,6292
"Nate",35800,19200,24,1,6292
"James",74400,28200,37,2,6293
"Sam",-2000,2600,10,5,6293
"Susan",1800,1800,3,2,6293
"Michael",11300,11300,26,1,6294
"Amy",4900,3700,10,4,6294
"Mitch",5801,4700,18,4,6294
"James",130022,37600,40,0,6295
"Monica",13195,6600,8,0,6295
"Scott",12399,6200,10,0,6295
"Salil",7201,7400,25,7,6296
"Sara",-600,-600,3,4,6296
"Cres",4900,4800,13,1,6296
"James",59381,32000,34,0,6297
"Jim-Bob",10,8200,13,0,6297
"Sara",16801,10200,11,0,6297
"Mark",5200,2400,19,7,6298
"Mike",3999,6200,19,5,6298
"Peter",0,3800,13,1,6298
"Dana",5000,8400,21,3,6299
"Brian",7000,5700,18,3,6299
"Lisa",5900,6400,14,1,6299
"James",69033,31400,35,1,6300
"Faizan",9223,13200,15,1,6300
"Lisa",1,2800,6,1,6300
"Mike",7000,6900,23,3,6301
"Felicia",0,1700,11,3,6301
"David",7301,6600,16,0,6301
"James",58612,26000,32,1,6302
"Megan",7599,12200,12,1,6302
"Rob",1,8400,12,1,6302
"James",79633,33600,37,3,6303
"William",1500,800,6,2,6303
"Wyatt",7600,12600,16,0,6303
"James",24799,23400,25,0,6304
"Jay",17000,11000,13,1,6304
"Emma",46801,18800,21,0,6304
"Paul",4999,2500,15,2,6305
"Brian",9700,6000,20,4,6305
"Mitch",10801,6000,16,6,6305
"David",5000,2500,10,1,6306
"Dana",11500,6000,17,2,6306
"Salil",2300,7800,24,6,6306
"Emma",24600,20800,27,2,6307
"Matthew",19201,12200,14,1,6307
"Liz",7200,9600,10,0,6307
"Michael",12800,6700,25,6,6308
"Lisa",1600,2300,9,1,6308
"Mike",0,6700,13,2,6308
"Emma",25601,22200,27,1,6309
"Jonathan",-2000,-2800,9,6,6309
"Erin",0,14800,18,4,6309
"Michael",10900,10100,24,3,6310
"Dana",4600,3800,12,2,6310
"Mitch",7200,5100,16,1,6310
"Emma",5199,13800,16,1,6311
"Brendan!",38200,14000,18,1,6311
"Salomé",32800,16400,19,0,6311
"Brendan!",20500,20800,26,3,6313
"Allison!",20000,10000,16,1,6313
"Steven",2667,6400,9,2,6313
"Steve",6799,10500,22,2,6314
"Diane",100,4800,16,2,6314
"Andrew",1,3600,14,3,6314
"Scott",16600,10100,22,1,6315
"André",1600,6600,21,3,6315
"Tim",5000,7400,17,2,6315
"Brendan!",35600,14600,15,1,6316
"Martin",35601,16200,21,1,6316
"Mary",400,14400,20,1,6316
"Martin",20601,17200,26,2,6318
"Dan",40600,13400,16,1,6318
"Terri",9900,5600,11,3,6318
"Gerry",5799,8900,22,2,6319
"Matt",10401,7500,18,2,6319
"E.J.",8200,5200,16,3,6319
"Dan",2799,18800,26,1,6320
"Ben",84,200,3,1,6320
"E.J.",28800,20400,23,3,6320
"Irene",10000,8600,21,2,6321
"Joe",2600,1300,7,2,6321
"Dorothy",8700,5300,17,2,6321
"Bill",6300,4300,15,4,6322
"Madeline",4050,2900,7,1,6322
"Joe",8700,8500,24,3,6322
"E.J.",25401,20000,24,1,6323
"Adrienne",24700,11600,16,1,6323
"Jim",6600,10800,13,2,6323
"E.J.",12499,16000,21,8,6324
"Eric",8001,8000,15,4,6324
"Becky",950,4000,11,5,6324
"K.C.",2000,2200,11,9,6325
"Muffy",8300,6800,20,1,6325
"Raj",8800,6000,19,3,6325
"Teagan",25201,21400,24,3,6326
"Stephanie",13999,9000,13,2,6326
"Ryan",19301,12600,18,0,6326
"Peter",8400,4200,16,3,6327
"Matt",0,7000,18,2,6327
"Elena",9400,10700,21,0,6327
"Lucas",21000,18000,21,3,6328
"Alison",11600,5800,12,1,6328
"Eesha",19787,20200,22,0,6328
"Jim",3600,3100,7,4,6329
"Barbara",5400,3400,13,4,6329
"Zeke",6799,6300,22,3,6329
"Justin",25342,22800,24,1,6330
"Rohit",0,11400,16,2,6330
"Sophia",13600,6800,13,3,6330
"Phil",7200,7200,18,2,6331
"Jane",5800,3400,13,4,6331
"Lee",6000,3200,14,5,6331
"Jackson",21600,21200,21,2,6332
"Sreekar",18000,12400,19,1,6332
"Audrey",16800,8400,11,1,6332
"Avi",25599,14200,23,0,6333
"Hannah",18200,16200,15,0,6333
"Shriya",23000,15800,16,1,6333
"Patrick",2,3800,15,5,6334
"Andi",0,7800,23,5,6334
"Phoebe",13500,7500,18,1,6334
"Justin",0,6600,13,5,6335
"Lucas",21601,19400,23,4,6335
"Hannah",100,10800,14,2,6335
"Nelson",22800,11100,24,1,6336
"Phoebe",26000,10400,24,1,6336
"Jessica",1,1800,10,3,6336
"Ruth",3199,7300,17,2,6337
"Joe",0,5800,16,1,6337
"Lee",6800,3600,15,3,6337
"Shriya",0,12200,16,1,6338
"Eesha",0,9200,15,4,6338
"Ryan",1599,10400,15,1,6338
"Irene",199,6800,18,2,6340
"Frank",0,1400,11,4,6340
"Bill",0,5700,13,2,6340
"Steve",15601,13200,37,1,6341
"Sandy",2700,3300,8,3,6341
"Michael",0,6800,12,0,6341
"Avi",24200,15600,22,1,6342
"Lucas",14800,8800,13,2,6342
"Ryan",15999,16200,17,0,6342
"Dorothy",11000,5500,13,3,6343
"Phil",5600,3400,14,3,6343
"Zeke",11201,6800,18,5,6343
"Kevin",15000,6800,19,1,6345
"Gordon",7800,3600,16,6,6345
"Ed",100,6800,15,3,6345
"Zeke",9801,10100,23,1,6346
"Lee",5800,4800,18,2,6346
"Irene",-200,1000,10,6,6346
"E.J.",0,15000,15,2,6347
"Josh",8199,14000,20,1,6347
"Debbie",0,11800,18,2,6347
"Kristine",10200,7400,18,2,6348
"Ann",-1300,-1300,9,7,6348
"Monroe",9800,10100,23,0,6348
"Josh",8799,15400,18,3,6349
"Allison",4000,15800,20,0,6349
"Charlie",32800,15600,19,1,6349
"Charlie",24000,21000,25,3,6350
"Dan",5400,8400,17,4,6350
"Cathy",0,2000,9,4,6350
"Charlie",24801,14800,20,0,6351
"Wendy",24800,12000,15,0,6351
"Ryan",34650,25200,23,0,6351
"Ryan",29199,22600,31,0,6352
"Sally",21400,12400,15,0,6352
"Jim",1200,12600,12,3,6352
"Billy",11400,8200,19,2,6353
"Nick",7900,10700,25,1,6353
"Stephanie",12900,6900,14,0,6353
"Ryan",32801,17000,21,2,6354
"Holly",0,7200,13,4,6354
"Sarah",32400,10800,12,0,6354
"Ann",499,8600,19,2,6355
"John",5600,4000,12,4,6355
"Jeff",0,8900,25,1,6355
"Liz",8600,8100,20,0,6356
"Patricia",5400,3300,15,6,6356
"Bill",-800,6200,20,7,6356
"Liz",16399,7000,15,1,6357
"Robert",1300,9400,23,3,6357
"Rachel",2450,4500,16,2,6357
"Liz",6000,3000,9,4,6358
"John",6700,3500,21,5,6358
"Christine",2500,5500,13,2,6358
"John",100,7600,18,1,6359
"Dom",100,5700,18,3,6359
"Walter",15200,5900,20,4,6359
"Barbara",11401,8700,20,2,6360
"Ted",11399,5700,18,3,6360
"Tom",10900,5000,15,3,6360
"Eileen",3999,7500,28,8,6361
"Bazil",7650,6200,18,3,6361
"George",1300,3500,9,1,6361
"Rand",7199,7700,26,5,6362
"Ed",0,3100,12,3,6362
"Ron",8400,4400,15,5,6362
"Sarah Jane",17202,7100,14,0,6363
"Martin",13100,8200,19,0,6363
"Keri",21200,11200,26,0,6363
"Ryan",10399,11800,16,5,6364
"Hannah",8800,10800,14,5,6364
"Kevin",7199,12400,19,2,6364
"Steve",8000,3500,16,2,6365
"Ben",5500,9100,21,2,6365
"Rebekah",6000,7300,17,2,6365
"Ryan",23300,19000,25,1,6366
"Sam",38001,11200,18,1,6366
"Margaret",6600,3600,12,5,6366
"Linda",15500,8200,21,0,6367
"Derek",15400,7700,17,1,6367
"Peter",10000,7400,17,2,6367
"Sam",7999,11800,21,3,6368
"Kirsten",5800,3000,7,4,6368
"Steven",0,18000,18,3,6368
"Sam",29601,13200,20,2,6369
"Justin",13300,6800,11,0,6369
"Heather",100,16800,16,1,6369
"Katherine",4100,8100,21,1,6370
"Kyle",14000,5100,12,2,6370
"Hans",5600,7000,21,2,6370
"Sam",38200,20000,23,1,6371
"Christina",13600,11400,15,3,6371
"Jeff",1,5200,13,3,6371
"Charmion",8000,6900,15,0,6372
"Peggy",10800,6400,17,1,6372
"Joan",6400,7500,16,0,6372
"Richard",9000,7200,24,7,6373
"Scott",1,2800,17,5,6373
"Mike",1,300,5,2,6373
"Sam",42401,21800,22,0,6374
"Peter",12800,5600,13,2,6374
"JJ",12801,16800,16,1,6374
"Jenn",2600,1300,10,4,6375
"Bryan",21613,14400,33,1,6375
"Michael",10200,5100,14,2,6375
"Sam",0,6000,11,2,6376
"Jennifer",12001,10200,15,2,6376
"Roey",23600,23800,30,3,6376
"Anne",12300,10300,25,1,6377
"Chris",1600,800,4,0,6377
"Scott",9000,9100,25,2,6377
"Nathan",6336,11800,17,5,6379
"Kathleen",-1000,-1000,5,7,6379
"Jason",26600,22000,25,1,6379
"Dave",13300,6700,14,2,6380
"Elizabeth",13000,6500,21,2,6380
"Martin",12600,10100,22,1,6380
"Jason",18600,23800,24,1,6381
"James",10,18600,24,1,6381
"Cristina",211,7000,7,0,6381
"Bob",7800,8200,25,4,6382
"Katie",0,1200,7,2,6382
"Fran",11800,10900,24,1,6382
"Jamie",12000,4800,17,3,6383
"Andrew",11500,6100,17,3,6383
"Richard",9200,5400,20,4,6383
"Jason",30100,18600,26,2,6384
"Peggy",12400,11400,13,1,6384
"John",29998,11800,12,1,6384
"Jessi",0,4000,17,4,6385
"Brent",900,4600,15,4,6385
"Carrie",10800,10700,21,1,6385
"Jason",30000,21200,28,3,6386
"Michelle",3000,5000,7,2,6386
"Corin",6100,14200,17,0,6386
"Sandra",-500,-500,6,4,6387
"Todd",16000,17300,38,3,6387
"Nancy",0,3800,10,1,6387
"Jason",4400,18200,18,2,6388
"Eric",0,9200,20,6,6388
"Shari",0,6000,10,1,6388
"Jason",27600,27800,34,4,6389
"Maggie",0,3200,8,2,6389
"Michael",2,3200,10,4,6389
"Linda",7100,9000,18,0,6390
"Joe",14600,7300,17,0,6390
"Geoff",12200,6100,16,0,6390
"Ross",8801,8600,19,2,6391
"Ed",8800,4400,20,5,6391
"Don",0,900,8,5,6391
"Chris",0,9200,18,3,6392
"Scott",7200,7200,20,2,6392
"Dionne",100,3400,12,1,6392
"Keena",11800,5900,13,3,6393
"Nikki",8800,4400,15,0,6393
"Jeff",11801,9600,26,2,6393
"Marty",2799,1900,16,7,6394
"Jan",8100,6100,14,2,6394
"Al",13300,12300,22,1,6394
"Keena",12900,6500,17,0,6395
"Dave",0,5800,12,1,6395
"Eric",13001,11700,27,1,6395
"Fran",5799,10300,22,2,6396
"Joan",11800,5900,16,1,6396
"Charmion",0,8000,19,1,6396
"Peji",9200,8400,25,7,6397
"Jamie",11000,6600,15,2,6397
"Stacey",2000,5100,15,2,6397
"Eric",10799,11300,24,2,6398
"Ann",15500,8000,23,1,6398
"Jessica",11199,5600,11,2,6398
"Louise",12401,8100,23,5,6399
"Ross",0,6000,17,2,6399
"Tom",7300,3700,10,3,6399
"Jennifer",4000,8000,18,2,6400
"Andrew",10002,8000,20,1,6400
"Kate",1,5000,17,2,6400
"Louise",4700,4100,17,5,6401
"Joan",7000,5400,16,2,6401
"Peggy",11400,10200,20,0,6401
"Barbara",9000,10000,25,3,6403
"David",0,2700,13,2,6403
"Bob",8800,7700,19,4,6403
"Julia",6100,6500,17,3,6404
"Don",100,3600,16,6,6404
"Marty",8000,10100,24,4,6404
"Tim",10810,11100,25,1,6405
"Kelly",400,2300,15,4,6405
"David",1600,3300,10,2,6405
"Katie",12900,5300,14,3,6406
"Mike",6400,3200,10,0,6406
"Scott",14100,12600,30,2,6406
"Marilyn",4000,2500,14,3,6407
"Hugh",4800,6400,18,4,6407
"Will",3000,6100,21,4,6407
"Peggy",7001,6300,17,2,6409
"Ed",7000,3200,18,6,6409
"Franceline",3600,1800,9,4,6409
"Jason",29200,28600,29,2,6410
"Holly",2800,7800,11,0,6410
"Victor",1,400,6,4,6410
"Jason",25600,21400,27,1,6411
"Sean",0,6600,9,3,6411
"Valerie",24200,12200,14,1,6411
"Jason",41143,28400,35,3,6412
"Carolyn",4399,4600,6,2,6412
"Frank",4795,2400,6,1,6412
"Jason",40600,30400,35,2,6413
"Jeff",10000,10200,16,2,6413
"Eric",3999,2000,4,3,6413
"Jason",58400,33200,38,1,6414
"Jack",3600,5600,10,1,6414
"Tabitha",2799,1400,8,4,6414
"Michael",0,3000,12,4,6415
"Phyllis",2099,5100,21,5,6415
"Ken",7550,4200,12,3,6415
"Jason",24400,25800,27,1,6416
"Laura",16800,8800,18,4,6416
"Rodrigo",1,200,4,5,6416
"Jason",5300,23000,29,1,6417
"Helen",0,5400,9,1,6417
"Colin",101,15000,15,1,6417
"Jason",37600,27400,30,3,6418
"Barbara",15599,8600,13,2,6418
"Jon",0,7800,12,1,6418
"Jason",18800,16800,22,1,6419
"Nilla",130,4400,9,5,6419
"Adam",6533,15800,16,2,6419
"Jason",18753,21600,26,3,6420
"John!",5599,6000,12,2,6420
"Heather",6350,9200,11,1,6420
"Tom",3400,1700,13,5,6421
"Andrea",2200,1300,10,6,6421
"Phil",5399,4200,18,7,6421
"Jason",35000,26000,30,2,6422
"Jacky",1000,5600,8,1,6422
"Trey",75,2200,6,6,6422
"Jason",30000,28000,31,1,6423
"Karen",2400,2200,9,3,6423
"ian",10863,12200,17,3,6423
"Jason",30400,25000,26,0,6424
"Ted",2799,10600,15,0,6424
"Gairen",1,11800,15,2,6424
"Jason",19500,21000,25,0,6425
"Christine",100,11000,16,4,6425
"Gabe",22400,8000,15,3,6425
"Gabe",6799,10600,14,3,6426
"Steve",5995,12200,13,2,6426
"Laurel",31201,16600,19,1,6426
"Phil",2600,5400,23,4,6427
"Donald",7000,3200,13,5,6427
"Diana",0,2500,9,3,6427
"Pam",2000,1500,11,3,6428
"Janet",2000,3300,18,6,6428
"Warren",6195,6600,15,5,6428
"Laurel",32801,15600,21,2,6429
"Jennifer",15199,14400,19,0,6429
"Jason",30401,12600,14,4,6429
"Dave",6800,11600,26,1,6430
"Vernon",0,3200,13,3,6430
"Molly",2,3100,11,4,6430
"Laurel",1,8600,14,3,6431
"Abby",10000,5000,10,3,6431
"Kevin",23000,23400,27,1,6431
"Kevin",26401,12400,23,4,6432
"Julie",4800,10200,10,0,6432
"Bill",21610,11600,16,4,6432
"Kevin",10001,10000,15,5,6433
"Raghuvansh",1,7000,13,5,6433
"Kate",9200,4400,9,2,6433
"Kevin",14001,14000,16,3,6434
"Beth",2,7000,13,3,6434
"Kara",17800,16400,21,2,6434
"Marvin",8001,7700,20,4,6435
"Jackie",8000,4000,13,1,6435
"Greg",-400,600,9,4,6435
"Marvin",0,4900,19,1,6436
"Kathleen",100,5300,13,2,6436
"Paul",4000,4200,14,5,6436
"Kara",10400,5200,15,5,6437
"Ben",1199,8400,13,5,6437
"Jessica",12600,15200,16,1,6437
"Jessica",20000,17200,21,1,6438
"Rahul",-400,-400,6,4,6438
"Scottie",0,10600,19,5,6438
"Jessica",19599,9800,13,2,6439
"Emily",8300,14400,17,3,6439
"Steven",14653,12600,19,3,6439
"Jessica",1,7600,15,3,6440
"Cara",200,8000,15,4,6440
"Geoff",33399,16000,21,2,6440
"Geoff",0,3400,12,7,6441
"Susan",8700,12000,12,1,6441
"Lindsey",6799,17200,26,2,6441
"Susan",9300,7800,9,2,6442
"Anthony",5500,12600,18,3,6442
"Erin",20400,16400,22,6,6442
"Erin",1,13000,16,1,6443
"Dmitriy",6400,6000,11,4,6443
"Ed",31000,26800,30,1,6443
"Ed",42600,19600,25,2,6444
"John",0,15400,17,2,6444
"Jackie",7999,7000,11,3,6444
"Ed",10100,10000,19,7,6445
"Laura",8001,6000,9,3,6445
"Daryn",18200,17200,20,2,6445
"Daryn",3599,13400,19,3,6446
"Brian",2400,12400,18,2,6446
"Amanda",2,14400,15,2,6446
"Daryn",4799,16200,21,4,6447
"Mononita",199,7000,12,4,6447
"Ryan",9199,14200,20,1,6447
"Ryan",0,8000,12,2,6448
"Martha",16400,13200,21,3,6448
"Andre",1799,13800,19,4,6448
"Martha",2800,9800,15,4,6449
"Allyson",9500,13400,16,0,6449
"Nick",3999,13800,19,3,6449
"Allyson",7400,12200,12,0,6450
"Jamie",9999,17200,20,2,6450
"Mushtaq",8986,15200,22,3,6450
"Jamie",16600,7800,15,2,6451
"Kris",37600,24200,26,3,6451
"Erin",15990,6800,12,2,6451
"Kris",13400,7200,14,4,6452
"Diana",14000,11600,15,4,6452
"Steve!",21201,15600,21,1,6452
"Steve!",32801,17000,21,2,6453
"Kari",0,6000,9,1,6453
"Anthony",32799,14200,21,2,6453
"Steve!",31601,15000,21,3,6454
"Sam!",10200,6200,8,1,6454
"Dave",3,14400,18,3,6454
"Steve!",0,16000,21,2,6455
"Miriam",17100,7800,13,4,6455
"Andrew",24001,12600,15,2,6455
"Andrew",6799,14800,19,5,6456
"Christine",0,11600,18,3,6456
"Jennifer",0,10200,15,0,6456
"Mitch",7200,3600,12,0,6457
"Elaine",1000,4200,10,2,6457
"David",8100,7700,18,2,6457
"David",7700,6000,14,1,6458
"Gordon",20800,12300,29,1,6458
"Susan",100,2100,6,3,6458
"Kyle",16800,12000,19,3,6459
"Anneke",4799,11400,12,1,6459
"Gilbert",16801,7800,14,2,6459
"Rob",799,7800,13,6,6460
"Dhruv",20001,16600,20,1,6460
"Rachel",13601,10000,15,1,6460
"James",30635,31200,33,1,6461
"Alan",1,3600,11,3,6461
"Lindsey",14000,9800,13,0,6461
"Josh",10597,12200,16,2,6462
"Eric",8000,10200,15,2,6462
"Emma",23800,20400,23,1,6462
"Ryan",8000,9400,14,6,6463
"Steven",18400,9200,19,3,6463
"Francois",34300,25600,24,0,6463
"Emma",29601,19200,21,2,6464
"Dhruv",5,4000,10,4,6464
"Kyle",19201,11200,17,3,6464
"James",30156,22600,27,1,6465
"Steven",11400,11400,17,3,6465
"Rachel",7200,5600,9,0,6465
"Francois",34801,16000,18,1,6466
"Gilbert",12600,12600,17,2,6466
"Lindsey",12799,19000,21,2,6466
"Francois",1800,7800,12,2,6467
"James",49326,22400,28,3,6467
"Emma",26400,13200,14,0,6467
"Andrew",9201,9600,20,6,6469
"Beverly",200,4600,6,1,6469
"Kevin",15600,24000,25,2,6469
"Kevin",18600,9600,16,2,6470
"Shannon",7999,14600,19,3,6470
"Sathvik",27201,15200,18,6,6470
"Sathvik",27799,9800,12,1,6471
"Elise",34600,26600,27,0,6471
"Dave",2400,9400,15,3,6471
"Elise",20200,24000,28,2,6472
"Ryan",4399,6600,10,2,6472
"Darrin",2200,7400,14,3,6472
"Elise",24800,14000,23,4,6473
"Seema",0,4600,10,2,6473
"Joyee",14799,12600,21,2,6473
"Dave",12600,6600,18,0,6474
"Drew",6599,10900,18,1,6474
"Mary",7300,3800,13,1,6474
"Jer",5800,2900,14,2,6475
"Nina",0,3600,13,2,6475
"Wayne",8200,11300,24,2,6475
"Wayne",8600,6700,16,2,6476
"Catherine",4100,9100,19,0,6476
"Ken",1000,5100,16,0,6476
"Elise",800,21400,24,2,6477
"Beth",39601,15600,16,1,6477
"Stephen",3500,2600,11,3,6477
"Beth",14000,17600,23,3,6478
"Julie",0,6400,15,4,6478
"Ian",100,6200,10,4,6478
"Beth",599,10200,17,3,6479
"Ben",4798,8600,16,6,6479
"Ellen",11200,13400,15,0,6479
"Ellen",10,6400,9,2,6480
"Jamin",1600,9200,19,2,6480
"Alex",12801,10600,12,2,6480
"Alex",13399,10400,18,3,6481
"Emma",100,6800,13,3,6481
"Gabrielle",1599,8200,14,2,6481
"Alex",7349,8000,9,3,6482
"Joanna",5599,8400,15,2,6482
"Mohammed",2799,10800,12,1,6482
"Alex",2388,7400,14,1,6483
"Stephanie",12399,12800,17,2,6483
"Theodore",100,5800,14,7,6483
"Stephanie",2400,4400,13,2,6484
"Davita",3200,6000,8,0,6484
"Jennifer",45200,29400,33,5,6484
"Jennifer",29600,14600,24,5,6485
"Chris",11501,5800,14,6,6485
"Kelly",3800,13800,17,3,6485
"Jennifer",15500,20600,28,4,6486
"Randy",6500,3400,11,6,6486
"Katie",3599,9400,14,3,6486
"Paul",6400,8200,32,10,6487
"Jim",6400,3200,9,2,6487
"Gary",-300,-300,6,4,6487
"Tom",0,3900,17,4,6488
"Steve",4600,5700,17,3,6488
"Dave",8800,10800,20,3,6488
"Dave",0,9000,22,1,6489
"Phyllis",1599,8600,18,1,6489
"Tod",400,3900,13,2,6489
"Paul",9800,10600,31,5,6490
"Jim",100,4900,13,4,6490
"Tink",0,1600,6,1,6490
"Jennifer",33000,18800,25,2,6491
"Jeff",2,5200,7,2,6491
"Ann",6499,12200,18,1,6491
"Dave",12000,10100,26,2,6492
"Jackie",3001,2700,10,1,6492
"Alec",1000,1700,9,4,6492
"Jennifer",26200,25200,29,1,6493
"Ben",19600,15800,19,5,6493
"Shane",1200,7200,10,0,6493
"Janet",100,1300,10,2,6494
"Marji",5300,6100,20,3,6494
"Michael",0,5800,14,3,6494
"Jennifer",21900,19200,24,3,6495
"Doug",100,10200,11,2,6495
"Denise",1,8600,14,2,6495
"Jennifer",27000,23800,29,2,6496
"Brad",0,800,5,2,6496
"Kim",1,11800,20,6,6496
"Jennifer",30400,26000,31,0,6497
"Jeanne",11198,9200,12,1,6497
"Lisa",7100,2600,9,5,6497
"Jennifer",34200,17200,23,2,6498
"Patrick",10033,14600,17,2,6498
"Kirby",34401,15600,15,0,6498
"Kirby",4400,4400,9,5,6499
"Rodolfo",18799,11600,20,2,6499
"Dagmar",5489,14400,18,2,6499
"Rodolfo",1,11200,17,3,6500
"Christine",5955,15600,19,3,6500
"Dave",8218,5200,12,3,6500
"Dave",9000,6000,14,6,6501
"Peggah",787,800,9,4,6501
"Eric",17000,22200,26,4,6501
"Eric",25000,15600,21,5,6502
"Lucy",11400,8400,13,1,6502
"Claire",16801,10600,20,4,6502
"Eric",800,14800,19,2,6503
"Robin",19601,17400,19,2,6503
"Jason",599,5200,5,0,6503
"Robin",7799,11600,18,4,6504
"Barbara",6700,15200,15,3,6504
"Drew",7700,10200,15,3,6504
"Robin",18801,14400,20,6,6505
"Alex",28801,15800,21,3,6505
"Kristin",0,5000,5,0,6505
"Alex",4852,6800,13,7,6506
"Usha",0,1000,11,5,6506
"Karen",17200,16200,20,3,6506
"Karen",18401,12400,20,5,6507
"Jamison",4400,9200,14,3,6507
"Matt",17595,8200,15,4,6507
"Karen",22000,23200,29,2,6508
"Scott",1500,2000,10,4,6508
"Ilene",4001,7000,9,1,6508
"Karen",16800,20400,20,1,6509
"Susan",13799,7000,8,1,6509
"Bill",100,4400,14,6,6509
"Karen",20401,16800,23,3,6510
"Val",20398,11600,17,3,6510
"Shane",2199,6200,11,2,6510
"Karen",20801,17200,21,0,6511
"Kevin",13,6800,12,3,6511
"Brit",150,10400,15,2,6511
"Karen",24200,20800,25,0,6512
"Mat",8000,8800,13,5,6512
"Shayna",2000,1200,5,2,6512
"Karen",19800,19000,28,3,6513
"Sayeed",1981,2000,5,4,6513
"Kristin",1,9600,10,1,6513
"Karen",0,9800,17,5,6514
"David",8799,4800,9,3,6514
"Lisa",14700,18200,21,4,6514
"James",33200,16600,20,0,6515
"Ken",45000,25800,29,0,6515
"Brad",10400,8400,10,2,6515
"Lisa",9800,13800,20,4,6517
"Rachel",3799,4200,13,3,6517
"Shaun",2300,4200,12,5,6517
"James",44314,20400,28,2,6518
"Ken",40000,15600,18,1,6518
"Brad",14400,7200,10,2,6518
"Lisa",18000,19200,24,4,6520
"Claire",1,4400,12,3,6520
"Katie",36001,18200,18,1,6520
"James",27200,13200,24,3,6521
"Ken",51200,18000,21,2,6521
"Brad",17600,12200,11,1,6521
"Katie",17601,10800,16,0,6523
"Alek",5800,8800,13,1,6523
"Jack",11000,7800,15,6,6523
"Katie",10000,12000,17,2,6524
"Daniel",4400,4400,10,3,6524
"Veronica",21999,21800,25,1,6524
"Veronica",30001,15800,21,2,6525
"Alissa",3100,8200,15,3,6525
"Marlan",30000,14600,20,2,6525
"Veronica",16001,11200,16,3,6528
"Laura",2200,8600,17,3,6528
"Oishee",13199,6600,10,1,6528
"Veronica",21000,13000,21,4,6529
"Shanu",300,8800,17,8,6529
"Priscilla",-5400,-5400,3,7,6529
"Veronica",1,7000,11,2,6530
"Dennis",21601,17200,16,2,6530
"Lindsay",7599,11000,23,4,6530
"Dennis",17601,8200,13,4,6531
"Matthew",200,7200,12,2,6531
"Traci",14999,17400,24,4,6531
"Dennis",12001,10200,14,5,6532
"Steve",5599,10000,14,2,6532
"Samantha",11400,6000,13,4,6532
"Dennis",399,13200,14,2,6533
"John",29001,14800,19,3,6533
"Lau",400,200,12,6,6533
"John",23510,19200,27,2,6534
"Justin",2400,1200,6,4,6534
"Christine",5800,5800,9,1,6534
"John",2799,14200,20,2,6535
"Heather",7799,9200,15,3,6535
"Ashwin",5999,7400,11,3,6535
"Heather",11201,11000,20,4,6536
"Sarah",26801,17600,16,1,6536
"Cheyenne",3700,11200,12,1,6536
"Sarah",25601,17800,22,5,6537
"Adella",7000,7800,11,3,6537
"Greg",21201,7400,17,4,6537
"Sarah",9199,15600,21,4,6538
"Joshua",16400,21400,25,2,6538
"Ryan",4000,4400,8,1,6538
"Joshua",13500,17000,19,3,6539
"Michelle",17900,15400,19,2,6539
"David",7777,4200,12,3,6539
