"round","col","row","i","name","score","uid"
2,2,4,32,"Jackie",3800,6172
2,4,4,53,"Jackie",-2000,6172
1,5,3,2,"Anne",200,6173
2,4,3,55,"Conor",5000,6173
2,2,4,47,"Conor",-3000,6173
1,3,4,20,"Trisha",2000,6174
2,4,3,36,"Trisha",-2000,6174
2,5,3,51,"Eric",-400,6174
1,2,3,8,"Andrew",1000,6175
2,2,3,49,"Andrew",4600,6175
2,3,3,50,"Andrew",3200,6175
1,4,4,25,"Andrew",3200,6176
2,2,2,37,"Graham",2000,6176
2,1,4,53,"Andrew",-4000,6176
1,1,3,18,"Charbel",3000,6177
2,1,3,35,"Charbel",10600,6177
2,6,3,49,"Charbel",600,6177
1,4,2,25,"Richard",-2600,6178
2,4,5,42,"Lanier",-3000,6178
2,5,5,48,"Charbel",-1000,6178
1,3,5,27,"Richard",-3000,6179
2,2,3,48,"Jon",-1000,6179
2,6,4,47,"Jon",4000,6179
1,3,5,5,"Heath",1000,6180
2,5,3,36,"Jon",3800,6180
2,2,4,42,"Heath",-2000,6180
1,5,4,4,"Kathryn",1000,6181
2,1,2,46,"Kathryn",3000,6181
2,2,2,36,"Greg",2000,6181
1,5,5,5,"James",-1200,6182
2,6,4,51,"Kevin",2600,6182
2,4,5,37,"Kevin",-3000,6182
1,2,4,16,"Maggie",-1000,6183
2,4,4,37,"Jonathan",3500,6183
2,5,5,45,"Maggie",-1200,6183
1,5,5,21,"Danielle",1000,6184
2,4,3,35,"Danielle",1400,6184
2,1,4,59,"Jordan",-2000,6184
1,2,3,9,"Cade",1000,6185
2,1,3,34,"Cade",2000,6185
2,3,4,44,"Jonathan",3000,6185
1,5,4,26,"Jonathan",3000,6186
2,5,2,51,"Robert",2500,6186
2,3,5,47,"Chelsea",3000,6186
1,5,4,26,"Meredith",-2000,6187
2,5,2,51,"Zorn",3000,6187
2,3,4,44,"Jonathan",3000,6187
1,4,3,17,"Jeff",2000,6188
2,1,3,41,"Zorn",2000,6188
2,2,4,46,"Zorn",400,6188
1,3,2,17,"Siobhan",2000,6189
2,2,3,33,"Evan",1200,6189
2,1,5,57,"Siobhan",1600,6189
1,3,4,4,"Jessica",1000,6190
2,3,4,34,"Anneke",4000,6190
2,6,5,31,"Dave",-4400,6190
1,6,5,30,"Sarah",3000,6191
2,4,3,51,"Jocelyn",3000,6191
2,6,5,55,"Jocelyn",5000,6191
1,3,2,12,"Charlie",1000,6192
2,2,2,37,"Suzy",2000,6192
2,3,4,44,"Anneke",-3000,6192
1,1,3,8,"Evan",1600,6193
2,4,4,49,"Kathleen",3000,6193
2,1,5,35,"Kathleen",2500,6193
1,5,3,16,"Jill",1800,6194
2,1,3,42,"Anneke",-3000,6194
2,4,3,52,"Anneke",-1000,6194
1,5,4,20,"John",4000,6195
2,3,4,35,"John",6000,6195
2,5,5,52,"Frank",4000,6195
1,1,5,6,"John",2400,6196
2,5,3,34,"John",5000,6196
2,4,4,44,"John",5000,6196
1,4,3,4,"Humzah",1000,6197
2,1,3,37,"John",10800,6197
2,5,4,47,"John",400,6197
1,4,4,6,"Haley",-1500,6198
2,4,3,44,"Julie",2000,6198
2,3,4,33,"Haley",1500,6198
1,2,2,2,"Tim",1000,6199
2,1,4,53,"Rachel",2000,6199
2,4,5,32,"Haley",3000,6199
1,6,3,12,"Aaron",-1200,6200
2,3,2,52,"Rachel",-3600,6200
2,2,3,46,"Nancy",-2000,6200
1,6,3,10,"Aaron",1000,6201
2,5,2,46,"Aaron",5000,6201
2,2,3,40,"Steve-O",3000,6201
1,6,2,18,"Jill",-1200,6202
2,3,2,35,"Steve-O",4000,6202
2,1,4,33,"Steve-O",3000,6202
1,5,5,24,"Jill",-3000,6203
2,1,2,53,"Chris",-1000,6203
2,2,3,43,"Chris",-3000,6203
1,5,4,22,"Sean",3600,6204
2,4,3,48,"Jill",6800,6204
2,2,5,38,"Sean",3800,6204
1,1,2,18,"J.B.",1000,6205
2,3,3,44,"J.B.",2000,6205
2,6,3,60,"J.B.",5000,6205
1,2,3,28,"Will",2000,6206
2,3,3,55,"Meghan",3000,6206
2,6,3,50,"Meghan",3500,6206
1,1,5,17,"Lena",-500,6207
2,4,5,40,"Richard",2000,6207
2,5,5,59,"Richard",-1000,6207
1,4,4,5,"Mack",-500,6208
2,5,4,48,"Helen",-500,6208
2,1,5,55,"Mack",2000,6208
1,4,5,10,"Jack",-600,6209
2,3,4,45,"Rosemary",1000,6209
2,5,5,60,"Bob",-1000,6209
1,1,2,7,"Will",1200,6210
2,1,5,35,"Susan",-3000,6210
2,3,5,50,"Will",2000,6210
1,2,4,4,"John",1000,6211
2,4,2,40,"Will",1000,6211
2,1,3,49,"Will",1000,6211
1,6,5,27,"Bruce",-1000,6212
2,5,3,32,"Millicent",100,6212
2,3,5,44,"Millicent",-1000,6212
1,3,2,10,"Bif",1000,6213
2,3,2,32,"Bryan",-3000,6213
2,6,2,53,"Bryan",6000,6213
1,5,3,27,"Bif",2000,6214
2,1,3,34,"Bif",3000,6214
2,5,4,36,"Bif",3000,6214
1,4,3,13,"Josh?",-2000,6215
2,3,4,47,"Bif",1600,6215
2,2,5,35,"Josh?",1600,6215
1,2,3,13,"Eric",2000,6216
2,3,3,54,"Bif",8000,6216
2,1,4,34,"Bif",4800,6216
1,2,3,27,"Eric",3000,6217
2,1,4,38,"Eric",3300,6217
2,5,5,48,"Ellen",-3000,6217
1,2,3,15,"Eric",-2300,6218
2,2,4,57,"Seth",5000,6218
2,6,4,39,"Seth",3000,6218
1,2,4,13,"Mitch",-2200,6219
2,4,3,41,"Eric",-2800,6219
2,2,5,60,"Eric",-1700,6219
1,4,3,20,"Eric",2500,6220
2,3,4,54,"Amanda",3000,6220
2,6,4,36,"Mark",2000,6220
1,4,4,23,"Rachel",2000,6221
2,2,3,32,"Doug",1200,6221
2,5,5,54,"Doug",1600,6221
1,4,3,13,"Matt",1400,6222
2,3,2,41,"Dana",1800,6222
2,2,5,37,"Rachel",-2000,6222
1,6,3,13,"Team Buzzy",2600,6229
2,1,4,42,"Team Colby",4000,6229
2,6,4,31,"Team Colby",2600,6229
1,5,3,4,"Team Brad",1000,6231
2,5,3,32,"Team Brad",4000,6231
2,1,4,44,"Team Ken",3800,6231
1,5,4,19,"Dana",-400,6233
2,2,3,31,"Tim",2000,6233
2,4,4,51,"Eric",3000,6233
1,4,5,13,"Dana",800,6234
2,6,2,54,"Hope",2000,6234
2,4,4,33,"Dana",1800,6234
1,1,2,2,"Josh",600,6235
2,3,2,37,"Josh",1600,6235
2,4,5,46,"Dana",1800,6235
1,5,4,23,"Conor",-1200,6236
2,6,3,48,"Conor",3000,6236
2,5,4,52,"Scott",-2000,6236
1,3,3,11,"Barton",600,6237
2,2,3,44,"Evan",3000,6237
2,4,5,49,"Barton",4000,6237
1,2,4,13,"Sam",1200,6238
2,6,3,31,"Barton",2200,6238
2,2,4,39,"Barton",4000,6238
1,4,2,5,"Kevin",1000,6239
2,2,3,44,"Lindsey",5500,6239
2,4,3,34,"Barton",5000,6239
1,2,4,24,"Lindsey",1100,6240
2,1,5,55,"Lindsey",4000,6240
2,6,5,58,"Bianca",2000,6240
1,1,4,6,"Jeff",400,6241
2,6,4,50,"Tom",2500,6241
2,1,5,40,"Tom",1500,6241
1,4,4,11,"Brian",1400,6242
2,6,2,33,"Lindsey",3000,6242
2,5,3,56,"Lindsey",2000,6242
1,1,3,20,"Bren",-800,6243
2,2,3,36,"Bren",-1400,6243
2,1,4,38,"Lindsey",2000,6243
1,2,5,21,"Peter",1000,6244
2,4,3,34,"Darlynne",-800,6244
2,3,4,57,"Darlynne",-2000,6244
1,1,4,5,"Jonathan",600,6245
2,4,3,40,"Lindsey",-1400,6245
2,3,4,37,"Jonathan",2000,6245
1,3,4,15,"Jonathan",1400,6246
2,1,4,40,"Jonathan",-2000,6246
2,5,5,50,"Kate",600,6246
1,5,4,29,"Jonathan",-1000,6247
2,3,4,59,"Jeff",-3000,6247
2,5,4,50,"Jeff",-4000,6247
1,6,5,30,"Ryan",-3200,6248
2,4,2,49,"Ryan",-4400,6248
2,6,3,55,"Mara",2100,6248
1,4,4,22,"Dave",-2000,6249
2,6,2,31,"Dave",-1000,6249
2,4,3,40,"Emma",1600,6249
1,1,4,12,"Steven",2400,6250
2,2,2,49,"Steven",2600,6250
2,1,3,38,"Steven",-3000,6250
1,4,5,17,"Sarah",1000,6251
2,4,3,56,"Steven",4000,6251
2,6,4,52,"Kenji",5000,6251
1,2,4,29,"Natasha",1600,6252
2,1,5,35,"Natasha",-3000,6252
2,6,5,57,"Andrew",2500,6252
1,3,3,24,"Steven",1400,6253
2,4,3,48,"Reid",2600,6253
2,2,5,57,"Reid",-4000,6253
1,3,5,12,"Anika",1000,6254
2,4,3,49,"Steven",3000,6254
2,6,4,53,"Steven",-3600,6254
1,2,3,4,"Rose",1000,6255
2,2,3,43,"Alex",2500,6255
2,5,4,39,"Steven",-3800,6255
1,1,5,15,"James",5000,6256
2,4,3,40,"James",9812,6256
2,2,5,35,"Alex",3000,6256
