"round","col","row","i","name","score","uid"
2,6,3,59,"David",-500,266
1,5,4,27,"Steve",1500,267
2,4,3,37,"Steve",2000,267
2,1,5,45,"Steve",3000,267
1,1,5,30,"Dan",3000,268
2,2,2,37,"Dan",3600,268
2,1,4,34,"Rick",4400,268
1,4,4,13,"Wes",500,269
2,1,4,45,"Wes",1400,269
2,6,5,47,"Ellen",1700,269
1,3,5,30,"Robin",1300,270
2,2,3,43,"Robin",2000,270
2,3,4,49,"Charles",-5000,270
1,5,4,14,"Steve",600,271
2,3,4,37,"Steve",2000,271
2,5,4,49,"Steve",-5000,271
1,2,4,15,"Bob",-1000,272
2,3,3,35,"Bob",4400,272
2,4,5,55,"Michael",3000,272
1,3,3,1,"Michael",1000,273
2,3,3,33,"Fred",-1203,273
2,5,4,60,"Tom",-300,273
1,6,3,23,"Aaron",500,274
2,1,4,59,"Henry",1000,274
2,3,4,39,"Henry",1300,274
1,5,5,10,"Lois",700,275
2,5,4,49,"Barbara",1500,275
2,6,4,59,"Lois",2000,275
1,5,4,24,"Don",1200,276
2,5,5,45,"Michael",1000,276
2,6,5,55,"Michael",600,276
1,2,4,27,"Jesse",500,277
2,1,4,34,"Louis",800,277
2,5,5,48,"Margaret",1000,277
1,4,3,5,"Elena",200,278
2,3,4,50,"Andy",2400,278
2,1,5,36,"Michael",2000,278
1,1,3,9,"Shane",1000,279
2,4,3,51,"Eric",-6600,279
2,6,4,41,"Eric",-4000,279
1,4,3,8,"Fred",500,280
2,1,5,43,"Lyn",-2000,280
2,5,5,47,"Lyn",1000,280
1,2,3,11,"Mark",-600,281
2,4,4,54,"Brian",8000,281
2,5,5,40,"Brian",6000,281
1,6,4,22,"Leah",2500,282
2,5,3,39,"Sean",1000,282
2,2,4,54,"Sean",-1000,282
1,5,5,13,"Josh",-800,283
2,3,2,34,"Claudia",800,283
2,1,4,54,"Claudia",1000,283
1,5,4,14,"Michael",1000,284
2,4,4,38,"Michael",1100,284
2,5,5,47,"Eugene",5200,284
1,2,4,29,"Leonard",-1000,285
2,2,3,33,"Jerome",1500,285
2,5,5,47,"Jerome",2000,285
1,2,4,8,"Craig",600,286
2,6,2,58,"Dan",1200,286
2,3,3,31,"Peter",1100,286
1,5,3,22,"Robin",1600,287
2,1,3,33,"Matt",1000,287
2,6,4,54,"Robin",-5600,287
1,5,5,11,"Chris",-600,288
2,3,3,48,"Ryan",2222,288
2,1,4,51,"David",-3000,288
1,6,4,27,"Jeff",-2000,289
2,4,3,54,"Lan",2000,289
2,3,4,53,"Lan",-1800,289
1,5,5,16,"Matt",-1500,290
2,2,4,57,"Matt",2200,290
2,6,5,40,"David",-500,290
1,3,3,21,"John",2600,291
2,1,4,54,"Brad",400,291
2,3,4,39,"Brad",4400,291
1,4,4,24,"Dan",1200,292
2,5,2,31,"Claudia",800,292
2,3,3,53,"Dan",-2300,292
1,1,5,27,"Grace",-1000,293
2,3,3,38,"Grace",7600,293
2,5,4,34,"Grace",3600,293
1,4,3,11,"Chuck",500,294
2,6,3,52,"Chuck",1000,294
2,3,4,49,"René",-2000,294
1,4,4,29,"MaryLou",300,295
2,1,5,57,"Chuck",1500,295
1,5,4,14,"Brad",2800,296
2,2,5,46,"Brad",1000,296
2,4,5,41,"Brad",1600,296
1,5,4,7,"Susan",400,297
2,4,3,51,"Chuck",3000,297
2,5,4,35,"Susan",400,297
1,6,3,13,"Arthur",3200,298
2,5,2,60,"Arthur",1300,298
2,6,3,44,"Pam",3000,298
1,1,3,10,"Michael",1800,299
2,4,2,50,"Michael",3000,299
2,1,5,33,"Robin",-1600,299
1,5,5,16,"Bob",-2200,300
2,5,3,38,"John",3600,300
2,3,5,60,"John",-900,300
1,1,4,12,"Bev",-800,301
2,3,2,56,"Frank",3000,301
2,6,5,51,"Paul",-2000,301
1,2,2,27,"David",-1000,302
2,2,4,54,"David",2600,302
2,3,5,60,"Rachael",1000,302
1,1,5,15,"Brian",1700,303
2,5,3,56,"Steve",3000,303
2,2,4,44,"Brian",-3000,303
1,4,5,29,"Lara",-700,304
2,6,3,49,"Phil",5700,304
2,1,4,35,"Phil",2500,304
1,1,4,24,"Ed",1000,305
2,5,3,48,"April",2000,305
2,3,5,55,"April",-100,305
1,5,4,9,"April",400,306
2,3,2,56,"Leszek",-1500,306
2,6,5,52,"Leszek",1500,306
1,5,5,11,"Stephen",1000,307
2,6,4,47,"David",2000,307
2,4,5,42,"Stephen",2000,307
1,4,5,15,"John",-300,308
2,3,4,42,"Steve",1000,308
2,4,5,60,"John",-1000,308
1,2,4,12,"Michael",1400,309
2,4,3,36,"Brad",-5000,309
2,5,5,43,"Brad",-1000,309
1,5,2,29,"Phil",2600,310
2,1,4,39,"Phil",-3200,310
2,6,4,57,"Pam",2000,310
1,1,4,5,"Shane",1000,311
2,4,2,37,"Shane",5600,311
2,1,4,34,"Frank",3000,311
1,3,3,18,"April",2000,312
2,4,3,53,"April",-3000,312
2,1,5,35,"John",3000,312
1,4,4,17,"Lan",-1600,313
2,3,3,43,"Matt",1800,313
2,4,4,53,"Lan",1800,313
1,1,4,9,"Jerome",1600,314
2,3,5,43,"Jerome",2500,314
2,5,5,50,"Jerome",3500,314
1,2,5,8,"April",800,316
2,3,5,40,"April",-700,316
2,4,5,35,"Cori",1300,316
1,6,4,14,"John",-500,318
2,1,3,53,"Jonah",-1000,318
2,4,3,43,"Jonah",-2500,318
1,1,4,6,"Jerome",600,319
2,2,4,47,"Steve",1200,319
2,4,5,36,"Steve",-2000,319
1,1,4,10,"Felicia",600,320
2,2,4,44,"Felicia",1000,320
2,3,4,49,"Paul",1500,320
1,5,3,18,"Pam",3000,321
2,3,3,32,"Frank",2000,321
2,5,4,57,"Jerome",3000,321
1,6,5,20,"Brad",-4800,323
2,4,3,36,"John",3000,323
2,5,4,54,"Brad",1000,323
1,2,5,13,"Rick",1500,325
2,1,3,44,"Tad",-1000,325
2,3,5,36,"Tad",1000,325
1,3,2,12,"Mark",900,327
2,5,3,53,"Brad",1000,327
2,2,4,35,"Brad",1600,327
1,1,4,4,"Ken",1000,328
2,4,2,42,"Brad",2000,328
2,5,5,58,"Brad",-1600,328
1,2,3,14,"Larry",600,331
2,2,3,33,"Larry",-1000,331
2,1,4,50,"Stacie",1000,331
1,1,5,19,"India",900,332
2,1,4,34,"Dave",1000,332
2,6,5,51,"Leonard",2000,332
1,4,5,24,"Phil",700,333
2,5,3,42,"April",-1000,333
2,2,4,41,"April",100,333
1,1,3,19,"Damon",200,334
2,6,4,46,"Bob",4000,334
2,5,5,51,"Damon",4600,334
1,4,4,16,"Leszek",500,335
2,3,4,48,"Leszek",1500,335
2,2,5,43,"Billy",1200,335
1,3,5,20,"Michael",1000,336
2,1,4,44,"Phil",1000,336
2,2,5,60,"Michael",4000,336
1,4,5,28,"Tim",1200,337
2,3,2,37,"Charlie",2400,337
1,2,5,21,"Richard",1000,338
2,2,3,34,"Lynn",2000,338
2,6,5,52,"Richard",2000,338
2,5,4,37,"Lynn",200,339
2,5,5,37,"Eric",-600,340
1,3,4,4,"Ed",300,341
2,3,4,38,"Mary",1900,341
1,2,3,5,"Kate",1200,342
2,3,2,55,"Claudia",2000,342
2,6,3,46,"Brad",1200,342
1,6,5,16,"India",-300,343
2,1,5,47,"Bruce",-1000,343
2,4,5,45,"Bruce",2500,343
1,3,3,14,"Deborah",500,344
2,1,3,50,"Ed",2000,344
2,4,3,32,"Ben",2000,344
1,6,3,19,"Larry",1200,345
2,1,3,26,"Ed",1500,345
2,3,5,46,"Larry",-1500,345
1,6,4,29,"Matt",-2200,346
2,6,3,48,"Lisa",2000,346
2,3,5,45,"Charlie",-2000,346
1,4,4,9,"Richard",-1000,347
2,4,3,31,"Richard",700,347
2,5,3,37,"Leland",500,347
1,6,4,17,"Richard",400,348
2,6,3,46,"Richard",1000,348
2,2,5,30,"Mark",1500,348
1,6,2,22,"Kevin",-2000,349
2,1,3,45,"Alan",3000,349
2,2,3,40,"Kevin",-5500,349
1,6,4,10,"Neill",-1000,350
2,1,3,58,"Lisa",-2400,350
2,3,5,35,"Lisa",-1800,350
1,6,3,12,"John",1000,351
2,3,3,39,"Bob",2000,351
2,4,4,53,"Nancy",-4000,351
1,6,4,4,"Mark",350,352
2,2,4,50,"Alice",-1000,352
2,5,4,48,"Mark",1000,352
1,6,3,11,"Nancy",200,353
2,2,3,41,"Nancy",-500,353
2,4,5,46,"Mark",100,353
1,4,3,8,"Dan",-500,354
1,6,2,18,"Dan",1000,355
2,5,4,44,"Dan",1900,355
2,1,5,35,"Mary",-1000,355
1,2,3,19,"Warren",800,356
2,6,5,45,"Warren",-1300,356
1,4,3,20,"David",-2000,357
2,4,3,51,"David",4000,357
2,5,4,32,"Greg",3200,357
1,3,3,23,"Arthur",-500,358
2,1,3,37,"Stephen",1800,358
2,3,3,53,"Arthur",1500,358
1,6,3,22,"Warren",-900,359
2,1,4,30,"Jay",-700,359
2,5,5,41,"Warren",-1000,359
1,5,3,19,"Jay",400,360
2,3,4,38,"Jay",-900,360
2,1,4,39,"Brian",1000,361
1,6,4,7,"Ric",800,362
2,2,4,29,"Hal",-800,362
1,3,3,7,"Pat",100,363
2,6,3,32,"Ralph",1200,363
2,4,4,50,"Pat",1000,363
1,4,5,25,"Larry",600,364
2,4,1,39,"Larry",-1000,364
2,5,4,48,"Tom",-1500,364
1,1,4,24,"Myron",5000,365
2,5,3,44,"Myron",13000,365
2,6,3,58,"Alba",-11600,365
1,3,4,29,"Julie",1000,366
2,5,3,39,"David",3000,366
2,2,4,55,"Julie",1000,366
1,1,4,9,"Myron",1800,367
2,2,4,50,"Jake",14000,367
2,3,4,45,"Jake",6000,367
1,5,2,19,"Pat",500,368
2,2,4,32,"Tony",-1000,368
2,1,5,37,"Pat",1000,368
1,5,5,26,"Linda",-500,369
2,2,4,33,"Norm",-800,369
2,4,4,51,"Drew",-1000,369
1,4,4,29,"David",-2500,370
2,3,3,56,"David",-3000,370
2,2,4,34,"Tom",-1000,370
1,4,4,4,"Michael",-100,371
2,4,4,50,"Bob",-1500,371
2,2,5,58,"Michael",-900,371
1,4,5,25,"Bill",-1000,372
2,6,3,42,"Michael",-1500,372
2,4,5,59,"Bill",-3000,372
1,1,5,10,"Ryan",700,373
2,5,4,44,"Yung-Chang",-1000,373
2,3,5,49,"Ryan",-1100,373
1,5,5,20,"Ryan",-1100,374
2,5,3,47,"Ryan",700,374
2,2,4,51,"Ryan",700,374
1,5,5,28,"Martin",500,375
2,2,3,55,"Martin",-1000,375
2,4,3,58,"Kerry",-1000,375
1,1,4,21,"Amanda",2000,376
2,4,4,36,"Amanda",2000,376
2,5,5,59,"Bill",800,376
1,1,3,3,"Brice",1000,377
2,2,4,50,"Brice",2600,377
2,6,4,35,"Brice",-2000,377
1,1,3,17,"Kevin",3000,378
2,5,4,59,"Brice",1400,378
2,1,5,55,"Brice",-1000,378
1,6,5,30,"Susie",200,379
2,5,4,35,"Susie",2000,379
2,1,5,41,"Kevin",-6000,379
1,1,4,6,"Steve",400,380
2,5,4,52,"Ed",1000,380
2,2,5,41,"Steve",2400,380
1,3,5,20,"Daniel",1100,381
2,2,4,42,"Daniel",-1700,381
2,3,5,38,"Doug",1000,381
1,5,4,24,"Daniel",900,382
2,1,4,54,"Lisa",-2000,382
2,4,4,44,"Brian",2300,382
1,4,4,15,"Shane",1100,383
2,3,5,45,"Mary",1500,383
2,4,5,40,"Brad",1200,383
1,1,5,15,"Lucien",600,384
2,1,3,33,"Lucien",-1500,384
2,2,4,42,"Bill",1600,384
1,4,4,28,"Alan",1000,385
2,1,3,56,"Susan",1000,385
2,2,4,39,"Alan",1500,385
1,3,4,29,"Beverly",1000,386
2,1,4,34,"David",-1500,386
2,5,5,47,"David",1400,386
1,6,4,26,"Lisa",1000,387
2,2,4,43,"Omar",3000,387
2,1,5,59,"Willie",-600,387
1,1,5,5,"Patrice",-1000,388
2,1,4,59,"Lisa",-1600,388
2,6,4,53,"Ben",-3600,388
1,5,4,10,"Mike",500,389
2,1,5,45,"Bill",1000,389
2,4,5,58,"Mike",800,389
1,1,4,10,"Ben",-200,390
2,4,4,54,"Missy",1800,390
2,5,5,60,"John",2000,390
1,1,5,6,"Joe",-300,391
2,2,4,50,"Joe",1000,391
2,5,5,60,"Bill",2000,391
1,5,5,17,"Jim",-1500,392
2,5,3,47,"Mark",1200,392
2,1,4,57,"Mark",-2500,392
1,3,5,26,"Ramsey",2600,393
2,1,3,57,"Ramsey",-3800,393
2,4,3,47,"Ramsey",4000,393
1,1,4,3,"Yeechang",1200,394
2,2,4,54,"Missy",1600,394
2,5,4,59,"Missy",-800,394
1,1,3,12,"Cigus",-500,395
2,6,3,36,"Ouida",-600,395
2,1,4,46,"Ouida",500,395
1,3,3,13,"Steve",1000,396
2,4,4,59,"Robert",1000,396
2,5,5,49,"Robert",-1000,396
1,4,4,15,"Donna",600,397
2,4,4,32,"Kammy",2000,397
2,6,4,53,"Kammy",3000,397
2,1,4,46,"Jan",2600,398
2,3,5,51,"Elena",-2000,398
1,1,5,24,"Tom",-800,399
2,4,2,48,"Mandi",-3000,399
2,6,5,57,"Soren",-1100,399
1,2,5,8,"Ulf",-800,400
2,1,5,36,"Ulf",2000,400
2,4,5,48,"Ulf",2000,400
1,6,4,24,"Donna",-1500,401
2,2,3,38,"Andrew",1600,401
2,5,4,49,"Donna",3000,401
1,6,5,7,"Ramsey",800,402
2,1,4,54,"Ramsey",2500,402
2,3,4,36,"Derek",-2000,402
1,4,4,24,"Ramsey",-2900,403
2,4,3,53,"Ramsey",-1200,403
2,6,5,60,"Nancy",300,403
1,5,5,25,"Ramsey",1000,404
2,3,3,55,"Ramsey",3000,404
2,5,3,37,"Tony",1600,404
1,4,5,6,"Elaine",1200,405
2,4,4,55,"Mike",2000,405
2,5,4,39,"Mike",2000,405
1,6,4,2,"Ulf",-500,406
2,6,3,50,"Jan",1000,406
2,4,5,42,"Ulf",2000,406
1,2,3,3,"Kevin",500,407
2,4,3,47,"Bethany",500,407
2,1,4,58,"Jeff",-500,407
1,5,3,11,"Eric",-800,408
2,5,3,40,"Marlene",3000,408
2,6,4,60,"Mike",3000,408
1,4,3,8,"Bernard",400,409
2,1,3,51,"Ramsey",3000,409
2,5,4,47,"Ramsey",4500,409
1,1,5,11,"Brandy",2200,410
2,4,4,51,"David",2000,410
2,6,4,40,"Mike",-4000,410
1,1,5,9,"Morgan",1000,411
2,5,3,48,"Steve",-4000,411
2,1,5,56,"Brandy",2000,411
1,6,4,29,"Yael",-5,412
2,5,4,33,"Yael",1500,412
2,6,4,45,"Brian",-2000,412
1,3,4,8,"Rich",400,413
2,1,4,42,"Rich",1000,413
2,2,5,48,"Cathy",-3000,413
1,2,5,27,"Sarah",800,414
2,1,4,57,"Andy",-2800,414
2,5,4,37,"Sarah",1600,414
1,1,3,10,"Tom",400,415
2,5,3,58,"Cigus",-2500,415
2,3,5,48,"Tom",2000,415
1,3,4,29,"Pam",3000,416
2,3,2,32,"Sarah",-3000,416
2,6,5,55,"Sarah",1800,416
1,1,4,10,"Mark",500,417
2,3,3,58,"Mark",-2000,417
2,2,4,49,"Mark",-1500,417
1,1,3,9,"Ben",1000,418
2,4,4,43,"Ben",2100,418
2,5,4,48,"Tony",-2000,418
1,5,4,6,"Tom",250,419
2,4,3,38,"Tom",1000,419
2,6,4,59,"Rich",300,419
1,4,4,15,"Chad",1000,421
2,1,3,33,"Chad",600,421
2,6,5,46,"Ben",-2000,421
1,3,3,28,"Julie",-1200,422
2,6,3,58,"Mark",1400,422
2,5,5,56,"Chad",-400,422
1,4,5,10,"Michael",500,423
2,1,4,54,"Michael",-400,423
2,4,5,42,"Michael",200,423
1,1,5,5,"Mark",800,424
2,2,2,42,"Mark",1800,424
2,6,5,60,"Teresa",5000,424
1,3,5,15,"Michael",700,425
2,2,4,35,"Jeff",1000,425
2,5,4,59,"Bea",900,425
1,6,3,3,"Teresa",200,426
2,5,3,40,"John",2000,426
2,4,5,34,"John",800,426
1,5,5,30,"Doug",700,427
2,6,4,50,"Marty",2500,427
2,5,5,47,"Marty",1500,427
1,3,5,2,"David",1000,428
2,5,3,56,"David",5,428
2,1,4,38,"David",1600,428
1,4,5,21,"Francis",400,429
2,1,4,59,"Francis",3000,429
2,4,4,50,"Jennifer",1000,429
1,2,5,11,"Mark",-600,430
2,1,3,32,"Mark",1200,430
2,6,5,39,"Mark",500,430
1,6,5,13,"David",1400,431
2,3,2,47,"Jamie",-2000,431
2,1,4,38,"David",100,431
1,1,5,5,"Marty",1000,432
2,4,5,49,"Marty",-2500,432
2,5,5,46,"Judy",1200,432
1,4,4,16,"David",800,433
2,4,3,57,"David",-100,433
2,5,4,44,"David",1400,433
1,1,5,6,"Steve",500,434
2,3,4,54,"Brendie",-2000,434
2,6,4,37,"Steve",2000,434
1,5,5,20,"Leigh",-700,435
2,6,3,46,"Mark",1000,435
2,5,4,43,"Juliet",2000,435
1,5,4,19,"Mark",1000,436
2,2,4,34,"Mark",600,436
2,5,5,44,"Suzanne",2000,436
1,5,5,21,"Becky",700,437
2,5,3,36,"Todd",1000,437
2,2,5,48,"Mark",-1300,437
1,1,4,24,"Bill",600,438
2,1,4,49,"Bill",1500,438
2,2,4,59,"Bill",1500,438
1,1,5,2,"David",1000,439
2,1,2,50,"David",900,439
2,5,5,45,"David",900,439
1,4,4,23,"Ryan",-1000,440
2,2,4,49,"David",800,440
2,3,4,45,"Ryan",-1700,440
1,6,5,14,"Eugene",800,441
2,2,3,35,"Eugene",1400,441
2,5,3,38,"Mark",1600,441
1,3,4,11,"David",800,442
2,5,3,52,"David",6000,442
2,1,5,43,"David",400,442
1,4,5,10,"Mike",500,443
2,1,3,48,"Mike",2000,443
2,3,4,42,"Michelle",2000,443
1,6,2,15,"Audrey",1400,444
2,4,2,53,"David",400,444
2,1,4,44,"Evan",-5000,444
1,5,5,27,"Bill",500,445
2,4,4,40,"Bill",1600,445
2,1,5,36,"Bill",1000,445
1,1,3,23,"Rohan",-1000,446
2,5,4,59,"Iris",-400,446
2,6,5,35,"Jeremy",-1500,446
1,2,5,24,"David",200,447
2,5,4,48,"David",200,447
2,6,4,43,"David",2000,447
1,5,4,12,"David",200,448
2,1,2,58,"David",4000,448
2,5,5,52,"Mark",2500,448
1,5,3,19,"William",1900,449
2,5,2,42,"Nicole",1200,449
2,6,3,38,"Nicole",600,449
1,1,2,2,"Aki",500,450
2,3,4,53,"Eric",300,450
2,6,4,50,"Whitney",1000,450
1,1,4,8,"Sam",900,451
2,2,4,39,"Candy",2000,451
2,5,5,55,"Jeff",3600,451
1,1,4,8,"David",1000,452
2,1,4,35,"David",3000,452
2,4,4,39,"David",1400,452
1,1,5,2,"David",800,453
2,6,3,42,"David",4000,453
2,1,4,33,"Richard",2000,453
1,4,4,9,"Rob",1200,454
2,1,3,58,"Cara",-1000,454
2,4,3,38,"Rob",-1000,454
1,3,3,14,"David",600,455
2,3,3,51,"Oscar",-1600,455
2,4,3,55,"Oscar",-1600,455
1,4,4,29,"Jenny",500,456
2,2,4,58,"Jenny",-600,456
2,5,4,43,"Andrew",-800,456
1,6,5,7,"David",1400,457
2,3,4,38,"David",3000,457
2,1,5,36,"David",4000,457
1,5,5,10,"Mark",800,458
2,3,4,50,"Mark",1500,458
2,4,4,57,"Kim",1500,458
1,1,3,9,"David",200,459
2,1,4,37,"David",1200,459
2,6,5,40,"David",1200,459
1,5,4,22,"Sara",1200,460
2,2,4,58,"Ivan",-800,460
2,4,5,47,"Sara",-500,460
1,4,5,8,"Alex",600,461
2,3,3,53,"Michael",2000,461
2,5,4,54,"Michael",1000,461
1,3,5,30,"Kate",700,462
2,4,3,43,"Kate",1000,462
2,6,3,48,"Dan",1000,462
1,1,5,16,"Bill",700,463
2,4,3,44,"Pam",700,463
2,3,4,56,"Pam",2200,463
1,4,4,10,"Harris",-700,464
2,6,3,47,"Harris",-2000,464
2,3,4,58,"Lea",2000,464
1,5,5,19,"Jeff",1000,465
2,5,4,59,"Mary",1200,465
2,4,5,35,"Jeff",1400,465
1,6,3,14,"Hardy",-400,466
2,6,3,38,"Roland",1500,466
2,5,5,50,"Anne",-1500,466
1,2,4,24,"Bernard",-500,467
2,3,5,57,"Carrie",-800,467
1,6,5,8,"Barry",500,468
2,4,5,46,"Barbara",2000,468
2,5,5,50,"Barbara",1000,468
1,5,4,23,"Holly",-900,469
2,5,3,58,"Mike",3000,469
2,6,4,44,"Andy",1200,469
1,5,4,17,"Wayne",500,470
2,6,2,45,"Joe",-1000,470
2,3,3,32,"Joe",-1200,470
1,6,5,13,"Steve",1300,471
2,5,5,39,"Steve",3500,471
2,6,5,55,"John",-4000,471
1,5,5,25,"Bev",1000,472
2,6,4,52,"Adam",3000,472
2,2,5,35,"Bev",-2000,472
1,5,2,13,"Bronwyn",-500,473
2,5,3,48,"Bronwyn",-1000,473
2,3,5,55,"Ira",1500,473
1,2,4,25,"Dan",-300,474
2,3,4,59,"Dan",300,474
2,5,5,41,"Dan",1000,474
1,2,4,6,"Dan",500,475
2,2,4,58,"Jonathan",2000,475
2,4,4,53,"Dan",-1500,475
1,4,3,13,"Rob",500,476
2,3,3,48,"Rob",1500,476
2,5,3,43,"Rob",-1000,476
1,2,4,29,"Rob",-700,477
2,2,3,47,"Terry",1000,477
1,1,2,20,"Phil",1200,478
2,2,2,47,"Phil",3800,478
2,3,3,39,"Mark",1600,478
1,4,5,30,"Nancy",-300,479
2,3,4,50,"Bill",500,479
2,5,4,39,"Terry",1000,479
1,4,5,12,"Chris",500,480
2,2,4,47,"Chris",2000,480
2,5,4,38,"Terry",1000,480
1,5,4,10,"Wen",-900,481
2,2,2,45,"Mike",-1000,481
2,6,2,32,"Wen",-800,481
1,2,3,24,"Sharon",1000,482
2,2,4,32,"Sharon",1500,482
2,6,4,35,"Richard",1200,482
1,2,2,7,"Wen",200,483
2,6,2,32,"Avi",1000,483
2,4,3,42,"Jamie",700,483
1,5,2,11,"Beth",500,484
2,4,4,31,"Beth",1000,484
2,3,5,39,"Andrew",2300,484
1,4,4,18,"Terry",1400,486
2,2,4,40,"Dennis",-1500,486
2,4,4,35,"Dennis",1300,486
1,1,4,9,"David",1000,487
2,3,2,41,"Willy",2400,487
2,4,5,45,"Willy",4200,487
1,1,2,13,"Larry",-1000,488
2,1,3,54,"Terry",-800,488
2,3,5,50,"Terry",1000,488
1,2,3,28,"David",-1500,489
2,3,3,43,"Isabel",-1500,489
2,5,4,35,"Erik",2000,489
1,2,5,15,"Erik",-500,490
2,4,4,54,"Erik",3000,490
2,2,5,42,"Erik",3000,490
1,4,3,22,"Barbara",600,491
2,1,3,38,"Deborah",600,491
2,3,4,44,"Jim",1000,491
1,4,5,30,"Deborah",500,492
2,3,2,52,"Deborah",800,492
2,1,4,46,"Kathy",1500,492
1,2,5,5,"Elaine",600,493
2,4,3,48,"Gunther",-1200,493
2,6,5,60,"Elaine",-1000,493
1,4,5,30,"Elaine",500,494
2,6,2,50,"Martin",1900,494
2,3,3,44,"Elaine",3100,494
1,2,4,29,"Kathy",1000,495
2,3,4,53,"David",1000,495
2,5,4,33,"David",1500,495
1,4,4,4,"Jamie",-600,496
2,3,4,42,"Sarah",2500,496
2,6,5,37,"Jamie",2100,496
1,4,3,21,"Michael",800,497
2,1,4,34,"Phil",1500,497
2,5,4,42,"Phil",2500,497
1,2,4,29,"Mark",1000,498
2,4,3,43,"Mark",1000,498
2,2,4,55,"Ken",-1000,498
1,4,5,12,"Bob",500,499
2,1,5,40,"Bob",600,499
2,2,5,45,"Bob",-1400,499
