"game","show","date"
812,3227,1998-09-22
813,3228,1998-09-23
814,4949,2006-03-02
815,3229,1998-09-24
816,4228,2003-01-08
817,4950,2006-03-03
818,3230,1998-09-25
819,4230,2003-01-10
820,3231,1998-09-28
821,3232,1998-09-29
822,4951,2006-03-06
823,3233,1998-09-30
824,4952,2006-03-07
825,3234,1998-10-01
826,3235,1998-10-02
827,4953,2006-03-08
828,3236,1998-10-05
829,4954,2006-03-09
830,3237,1998-10-06
831,4955,2006-03-10
832,3239,1998-10-08
833,3240,1998-10-09
834,3241,1998-10-12
835,3242,1998-10-13
836,4956,2006-03-13
837,4957,2006-03-14
838,3243,1998-10-14
839,3244,1998-10-15
840,4958,2006-03-15
841,3245,1998-10-16
842,3246,1998-10-19
843,4959,2006-03-16
844,4960,2006-03-17
845,3247,1998-10-20
846,3248,1998-10-21
847,3901,2001-07-16
848,3249,1998-10-22
849,4961,2006-03-20
850,3250,1998-10-23
851,4962,2006-03-21
852,3251,1998-10-26
853,4963,2006-03-22
854,3252,1998-10-27
855,3253,1998-10-28
856,4964,2006-03-23
857,3254,1998-10-29
858,4965,2006-03-24
859,3255,1998-10-30
860,4295,2003-04-11
861,4294,2003-04-10
862,3902,2001-07-17
863,3094,1998-01-29
864,3095,1998-01-30
865,3256,1998-11-02
866,3257,1998-11-03
867,3258,1998-11-04
868,4296,2003-04-14
869,4966,2006-03-27
870,3259,1998-11-05
871,4967,2006-03-28
872,3260,1998-11-06
873,4968,2006-03-29
874,3261,1998-11-09
875,3262,1998-11-10
876,4969,2006-03-30
877,3263,1998-11-11
878,3903,2001-07-18
879,4970,2006-03-31
880,3264,1998-11-12
881,3265,1998-11-13
882,4971,2006-04-03
883,3266,1998-11-16
884,3267,1998-11-17
885,4972,2006-04-04
886,3268,1998-11-18
887,4973,2006-04-05
888,3269,1998-11-19
889,3271,1998-11-23
890,3272,1998-11-24
891,4975,2006-04-07
892,4974,2006-04-06
893,3273,1998-11-25
894,4297,2003-04-15
895,4298,2003-04-16
896,3274,1998-11-26
897,4141,2002-09-09
898,4976,2006-04-10
899,3275,1998-11-27
900,314,1985-11-21
901,4977,2006-04-11
903,3276,1998-11-30
904,4978,2006-04-12
905,3277,1998-12-01
906,4979,2006-04-13
907,4137,2002-09-03
908,4138,2002-09-04
909,3278,1998-12-02
910,4980,2006-04-14
911,3661,2000-07-03
912,3279,1998-12-03
913,4981,2006-04-17
914,3280,1998-12-04
915,4982,2006-04-18
916,3281,1998-12-07
917,4983,2006-04-19
918,4984,2006-04-20
919,3282,1998-12-08
920,4595,2004-07-23
921,3148,1998-04-15
922,3283,1998-12-09
923,4985,2006-04-21
924,3284,1998-12-10
925,3285,1998-12-11
926,3286,1998-12-14
927,4986,2006-04-24
928,4123,2002-07-03
929,3287,1998-12-15
930,4987,2006-04-25
931,4124,2002-07-04
932,3288,1998-12-16
933,4988,2006-04-26
934,4198,2002-11-27
935,3289,1998-12-17
936,4989,2006-04-27
937,3290,1998-12-18
938,4990,2006-04-28
939,3291,1998-12-21
940,5,1990-07-14
941,3292,1998-12-22
942,3149,1998-04-16
943,4991,2006-05-01
944,4992,2006-05-02
945,3293,1998-12-23
946,4993,2006-05-03
947,3294,1998-12-24
948,4,1990-07-07
949,4994,2006-05-04
950,4995,2006-05-05
951,4199,2002-11-28
952,3295,1998-12-25
953,3151,1998-04-20
954,4996,2006-05-08
955,3152,1998-04-21
956,4997,2006-05-09
957,3296,1998-12-28
958,4998,2006-05-10
959,4999,2006-05-11
960,3144,1998-04-09
961,3297,1998-12-29
962,5000,2006-05-12
963,4200,2002-11-29
964,3298,1998-12-30
965,5001,2006-05-15
966,5002,2006-05-16
967,3299,1998-12-31
968,5003,2006-05-17
969,5004,2006-05-18
970,3301,1999-01-04
972,3302,1999-01-05
973,5006,2006-05-22
974,4201,2002-12-02
975,5007,2006-05-23
976,3303,1999-01-06
977,5008,2006-05-24
978,3304,1999-01-07
979,5009,2006-05-25
980,5010,2006-05-26
981,3305,1999-01-08
982,3306,1999-01-11
983,5011,2006-05-29
984,5012,2006-05-30
985,3665,2000-07-07
986,5013,2006-05-31
987,3666,2000-07-10
988,3926,2001-10-01
989,3927,2001-10-02
990,3928,2001-10-03
991,3929,2001-10-04
992,3930,2001-10-05
993,5014,2006-06-01
994,3667,2000-07-11
995,5015,2006-06-02
996,3931,2001-10-08
997,3932,2001-10-09
998,3933,2001-10-10
999,3934,2001-10-11
1000,3935,2001-10-12
1001,3936,2001-10-15
1002,3937,2001-10-16
1003,3938,2001-10-17
1004,3939,2001-10-18
1005,3940,2001-10-19
1006,3668,2000-07-12
1007,3941,2001-10-22
1008,3942,2001-10-23
1009,3943,2001-10-24
1010,3945,2001-10-26
1011,3669,2000-07-13
1012,3670,2000-07-14
1013,5016,2006-06-05
1014,5017,2006-06-06
1015,3663,2000-07-05
1016,3673,2000-07-19
1017,5018,2006-06-07
1018,3662,2000-07-04
1019,5019,2006-06-08
1020,3946,2001-10-29
1021,3947,2001-10-30
1023,5020,2006-06-09
1024,5021,2006-06-12
1025,3674,2000-07-20
1026,3951,2001-11-05
1027,3952,2001-11-06
1028,3953,2001-11-07
1029,3954,2001-11-08
1030,3955,2001-11-09
1031,3956,2001-11-12
1032,3957,2001-11-13
1033,3958,2001-11-14
1034,3959,2001-11-15
1035,3960,2001-11-16
1036,3961,2001-11-19
1038,5022,2006-06-13
1039,3675,2000-07-21
1040,5023,2006-06-14
1041,5024,2006-06-15
1042,3307,1999-01-12
1043,5025,2006-06-16
1044,3308,1999-01-13
1045,2735,1996-06-21
1046,3309,1999-01-14
1047,3310,1999-01-15
1048,5026,2006-06-19
1049,3311,1999-01-18
1050,3312,1999-01-19
1051,5027,2006-06-20
1052,5028,2006-06-21
1053,2736,1996-06-24
1054,3313,1999-01-20
1055,3963,2001-11-21
1056,3964,2001-11-22
1057,3965,2001-11-23
1058,5029,2006-06-22
1059,3314,1999-01-21
1060,5030,2006-06-23
1061,3315,1999-01-22
1062,3966,2001-11-26
1063,3967,2001-11-27
1064,3968,2001-11-28
1065,3969,2001-11-29
1066,3970,2001-11-30
1067,3316,1999-01-25
1068,5031,2006-06-26
1069,3317,1999-01-26
1070,2737,1996-06-25
1071,5032,2006-06-27
1072,3971,2001-12-03
1073,3972,2001-12-04
1074,3973,2001-12-05
1075,3974,2001-12-06
1076,3975,2001-12-07
1077,3318,1999-01-27
1078,5033,2006-06-28
1079,3319,1999-01-28
1080,5034,2006-06-29
1081,3320,1999-01-29
1082,5035,2006-06-30
1083,3976,2001-12-10
1084,3977,2001-12-11
1085,3978,2001-12-12
1086,3979,2001-12-13
1087,3980,2001-12-14
1088,3981,2001-12-17
1089,3982,2001-12-18
1090,3983,2001-12-19
1091,3984,2001-12-20
1092,3985,2001-12-21
1093,3321,1999-02-01
1094,4092,2002-05-21
1095,4093,2002-05-22
1096,4094,2002-05-23
1097,4095,2002-05-24
1098,3322,1999-02-02
1099,5036,2006-07-03
1100,4077,2002-04-30
1101,4089,2002-05-16
1102,4090,2002-05-17
1103,4091,2002-05-20
1104,3323,1999-02-03
1105,3324,1999-02-04
1106,5037,2006-07-04
1107,5038,2006-07-05
1108,3325,1999-02-05
1109,3326,1999-02-08
1110,5040,2006-07-07
1111,5039,2006-07-06
1112,3327,1999-02-09
1113,3328,1999-02-10
1114,5041,2006-07-10
1115,3329,1999-02-11
1116,5042,2006-07-11
1117,3330,1999-02-12
1118,5043,2006-07-12
1119,3331,1999-02-15
1120,3986,2001-12-24
1121,3987,2001-12-25
1122,3988,2001-12-26
1123,3989,2001-12-27
1124,3990,2001-12-28
1125,5044,2006-07-13
1126,3332,1999-02-16
1127,3333,1999-02-17
1128,3334,1999-02-18
1130,5045,2006-07-14
1131,2066,1993-09-06
1136,3991,2001-12-31
1137,3992,2002-01-01
1138,3993,2002-01-02
1139,3994,2002-01-03
1140,3995,2002-01-04
1141,3005,1997-09-26
1142,3006,1997-09-29
1143,3007,1997-09-30
1144,3008,1997-10-01
1145,3009,1997-10-02
1146,3010,1997-10-03
1147,3011,1997-10-06
1148,3014,1997-10-09
1149,3015,1997-10-10
1150,1753,1992-03-25
1151,2709,1996-05-16
1154,2805,1996-11-08
1155,2756,1996-09-02
1156,5046,2006-07-17
1157,5047,2006-07-18
1158,5048,2006-07-19
1159,4096,2002-05-27
1160,4097,2002-05-28
1161,4098,2002-05-29
1162,4099,2002-05-30
1163,4100,2002-05-31
1164,5049,2006-07-20
1165,3996,2002-01-07
1166,3997,2002-01-08
1167,3998,2002-01-09
1168,3999,2002-01-10
1169,4000,2002-01-11
1170,5050,2006-07-21
1171,5051,2006-07-24
1172,5052,2006-07-25
1173,5053,2006-07-26
1174,5054,2006-07-27
1175,5055,2006-07-28
1176,3030,1997-10-31
1177,3046,1997-11-24
1178,3047,1997-11-25
1179,3048,1997-11-26
1180,4001,2002-01-14
1181,4002,2002-01-15
1182,4003,2002-01-16
1183,4004,2002-01-17
1184,4005,2002-01-18
1185,4340,2003-06-13
1186,3099,1998-02-05
1187,3100,1998-02-06
1188,4341,2003-06-16
1189,3102,1998-02-10
1190,3103,1998-02-11
1191,3106,1998-02-16
1192,3107,1998-02-17
1193,3108,1998-02-18
1194,3109,1998-02-19
1195,3110,1998-02-20
1196,3111,1998-02-23
1197,3118,1998-03-04
1198,3119,1998-03-05
1199,3120,1998-03-06
1200,3121,1998-03-09
1201,3116,1998-03-02
1202,3171,1998-05-18
1203,3172,1998-05-19
1204,3174,1998-05-21
1205,3175,1998-05-22
1206,3177,1998-05-26
1207,3178,1998-05-27
1208,3179,1998-05-28
1209,3180,1998-05-29
1210,3181,1998-06-01
1211,3182,1998-06-02
1212,8,1990-08-04
1213,3143,1998-04-08
1214,3060,1997-12-12
1215,3061,1997-12-15
1216,3062,1997-12-16
1217,3063,1997-12-17
1218,4006,2002-01-21
1219,4007,2002-01-22
1220,4008,2002-01-23
1221,4009,2002-01-24
1222,4010,2002-01-25
1223,2621,1996-01-15
1224,3064,1997-12-18
1225,3065,1997-12-19
1226,3066,1997-12-22
1227,3067,1997-12-23
1228,3068,1997-12-24
1229,3069,1997-12-25
1230,3070,1997-12-26
1231,3071,1997-12-29
1232,5056,2006-09-11
1233,5057,2006-09-12
1234,5058,2006-09-13
1235,5059,2006-09-14
1236,5060,2006-09-15
1237,3016,1997-10-13
1238,3017,1997-10-14
1239,3018,1997-10-15
1240,3019,1997-10-16
1241,3020,1997-10-17
1242,3021,1997-10-20
1243,3022,1997-10-21
1244,3023,1997-10-22
1245,3024,1997-10-23
1246,3025,1997-10-24
1247,3026,1997-10-27
1248,3027,1997-10-28
1249,3028,1997-10-29
1250,3029,1997-10-30
1251,5061,2006-09-18
1252,5062,2006-09-19
1253,5063,2006-09-20
1254,5064,2006-09-21
1255,5065,2006-09-22
1256,5066,2006-09-25
1257,5067,2006-09-26
1258,3697,2000-10-03
1259,3031,1997-11-03
1260,3032,1997-11-04
1261,3033,1997-11-05
1262,5068,2006-09-27
1263,5069,2006-09-28
1264,3034,1997-11-06
1265,3035,1997-11-07
1266,5070,2006-09-29
1267,3036,1997-11-10
1268,3037,1997-11-11
1269,3038,1997-11-12
1270,3039,1997-11-13
1272,5071,2006-10-02
1273,5072,2006-10-03
1274,5073,2006-10-04
1275,3832,2001-04-10
1276,5074,2006-10-05
1277,5075,2006-10-06
1278,3703,2000-10-11
1279,3870,2001-06-01
1280,3871,2001-06-04
1281,3872,2001-06-05
1282,3873,2001-06-06
1283,3874,2001-06-07
1284,3875,2001-06-08
1285,3876,2001-06-11
1286,5076,2006-10-09
1287,5077,2006-10-10
1288,5078,2006-10-11
1289,5079,2006-10-12
1290,5080,2006-10-13
1291,3862,2001-05-22
1292,5081,2006-10-16
1293,3621,2000-05-08
1294,5082,2006-10-17
1295,3622,2000-05-09
1296,5083,2006-10-18
1297,3623,2000-05-10
1298,3625,2000-05-12
1299,5084,2006-10-19
1300,3626,2000-05-15
1301,5085,2006-10-20
1302,3627,2000-05-16
1303,3628,2000-05-17
1304,3629,2000-05-18
1306,3340,1999-02-26
1307,5086,2006-10-23
1308,5087,2006-10-24
1309,1,1983-09-18
1310,5088,2006-10-25
1311,3631,2000-05-22
1312,3632,2000-05-23
1313,3633,2000-05-24
1314,3635,2000-05-26
1315,3637,2000-05-30
1316,3634,2000-05-25
1317,2,1984-01-01
1318,5089,2006-10-26
1319,5090,2006-10-27
1320,5091,2006-10-30
1321,5092,2006-10-31
1322,5093,2006-11-01
1323,2893,1997-03-12
1324,2894,1997-03-13
1325,2895,1997-03-14
1326,2896,1997-03-17
1327,2897,1997-03-18
1328,2898,1997-03-19
1329,2899,1997-03-20
1330,2900,1997-03-21
1331,2901,1997-03-24
1332,2902,1997-03-25
1333,2903,1997-03-26
1334,5094,2006-11-02
1335,617,1987-04-21
1336,618,1987-04-22
1337,619,1987-04-23
1338,620,1987-04-24
1339,621,1987-04-27
1340,5095,2006-11-03
1341,4227,2003-01-07
1342,776,1988-01-11
1343,777,1988-01-12
1344,778,1988-01-13
1345,779,1988-01-14
1346,780,1988-01-15
1347,1,1990-06-16
1349,7,1990-07-28
1350,5096,2006-11-06
1351,5097,2006-11-07
1352,4311,2003-05-05
1353,4312,2003-05-06
1354,4313,2003-05-07
1355,4314,2003-05-08
1356,4315,2003-05-09
1357,4316,2003-05-12
1358,4317,2003-05-13
1359,4318,2003-05-14
1360,4319,2003-05-15
1362,1871,1992-10-26
1363,5098,2006-11-08
1364,5099,2006-11-09
1365,5100,2006-11-10
1366,2904,1997-03-27
1367,2905,1997-03-28
1368,2906,1997-03-31
1369,2908,1997-04-02
1370,2909,1997-04-03
1371,2910,1997-04-04
1372,2911,1997-04-07
1373,2912,1997-04-08
1374,2913,1997-04-09
1375,2914,1997-04-10
1376,2915,1997-04-11
1377,2916,1997-04-14
1378,5101,2006-11-13
1379,5102,2006-11-14
1380,5103,2006-11-15
1381,5104,2006-11-16
1382,5105,2006-11-17
1383,5106,2006-11-20
1384,5107,2006-11-21
1385,4011,2002-01-28
1386,4012,2002-01-29
1387,4013,2002-01-30
1388,4014,2002-01-31
1389,4015,2002-02-01
1390,5108,2006-11-22
1391,5109,2006-11-23
1392,5110,2006-11-24
1393,2918,1997-04-16
1394,2919,1997-04-17
1395,2920,1997-04-18
1396,2921,1997-04-21
1397,2922,1997-04-22
1398,2923,1997-04-23
1399,2924,1997-04-24
1400,2925,1997-04-25
1401,2931,1997-05-05
1402,2932,1997-05-06
1403,2933,1997-05-07
1404,5111,2006-11-27
1405,5112,2006-11-28
1406,5113,2006-11-29
1407,5114,2006-11-30
1408,2116,1993-11-15
1409,5115,2006-12-01
1410,2117,1993-11-16
1411,2118,1993-11-17
1412,4016,2002-02-04
1413,4017,2002-02-05
1414,4018,2002-02-06
1415,4019,2002-02-07
1416,4020,2002-02-08
1417,4021,2002-02-11
1418,4022,2002-02-12
1419,4023,2002-02-13
1420,4024,2002-02-14
1422,2119,1993-11-18
1423,2120,1993-11-19
1424,5116,2006-12-04
1425,5117,2006-12-05
1426,2121,1993-11-22
1427,2122,1993-11-23
1428,2123,1993-11-24
1429,2124,1993-11-25
1431,5118,2006-12-06
1432,5119,2006-12-07
1433,5120,2006-12-08
1434,4026,2002-02-18
1435,4027,2002-02-19
1436,4028,2002-02-20
1437,4029,2002-02-21
1438,4030,2002-02-22
1439,2354,1994-11-24
1441,4031,2002-02-25
1442,4032,2002-02-26
1443,4033,2002-02-27
1444,4034,2002-02-28
1445,4035,2002-03-01
1446,5121,2006-12-11
1447,5122,2006-12-12
1448,5123,2006-12-13
1449,4036,2002-03-04
1450,4037,2002-03-05
1451,4038,2002-03-06
1452,4039,2002-03-07
1453,4040,2002-03-08
1454,5124,2006-12-14
1455,5125,2006-12-15
1456,4101,2002-06-03
1457,4102,2002-06-04
1458,4103,2002-06-05
1459,4104,2002-06-06
1460,4105,2002-06-07
1461,2936,1997-05-12
1462,2937,1997-05-13
1463,5126,2006-12-18
1464,4106,2002-06-10
1465,4107,2002-06-11
1466,4108,2002-06-12
1467,4109,2002-06-13
1468,4110,2002-06-14
1469,5127,2006-12-19
1470,2938,1997-05-14
1471,2939,1997-05-15
1472,2940,1997-05-16
1474,2942,1997-05-20
1475,2943,1997-05-21
1476,2944,1997-05-22
1478,5128,2006-12-20
1479,5129,2006-12-21
1480,5130,2006-12-22
1481,1531,1991-04-08
1482,1532,1991-04-09
1483,5131,2006-12-25
1484,3825,2001-03-30
1485,3826,2001-04-02
1486,3827,2001-04-03
1487,3828,2001-04-04
1488,3829,2001-04-05
1489,3830,2001-04-06
1490,3831,2001-04-09
1491,3833,2001-04-11
1492,3834,2001-04-12
1493,3835,2001-04-13
1494,3836,2001-04-16
1495,5132,2006-12-26
1496,5133,2006-12-27
1497,5134,2006-12-28
1498,5135,2006-12-29
1499,3823,2001-03-28
1500,3824,2001-03-29
