"round","col","row","i","name","score","uid"
1,4,3,5,"Don",500,763
2,1,3,38,"Katie",700,763
2,2,4,44,"Jerome",2000,763
1,4,5,11,"Jerome",900,764
2,3,3,34,"Dennis",-2000,764
2,4,5,58,"Susan",3200,764
1,3,4,11,"Sebastian",-1200,765
2,6,2,32,"Sebastian",1000,765
2,4,3,57,"Loren",1500,765
1,1,4,5,"Peter",500,766
2,5,3,43,"Peter",900,766
2,1,4,39,"Peter",2000,766
1,4,5,30,"Lauren",-2000,767
2,1,3,51,"Matt",3000,767
2,3,3,40,"Matt",3000,767
1,3,5,25,"David",-600,768
2,3,3,35,"Dan",1000,768
2,5,4,42,"Diane",1400,768
1,6,4,24,"Camille",1800,769
2,1,2,51,"Joseph",4000,769
2,3,3,49,"Camille",3600,769
1,4,5,15,"Deborah",-900,770
2,2,3,41,"Deborah",-3000,770
2,5,5,35,"Al",2000,770
1,4,5,6,"Richard",400,771
2,4,4,49,"Kim",-1100,771
2,1,5,39,"David",-2000,771
1,1,5,5,"Papa",1000,772
2,5,4,45,"Papa",3000,772
2,1,5,36,"Kenny",-1000,772
1,6,3,23,"Kim",600,773
2,5,4,54,"Kim",-1000,773
2,6,5,51,"Jeff",2000,773
1,1,4,9,"Laura",1500,774
2,5,2,32,"Laura",2000,774
2,1,5,56,"David",-2000,774
1,4,5,17,"Jeff",1000,775
2,3,3,52,"Nancy",3500,775
2,5,4,34,"Peter",1800,775
1,6,5,5,"Penny",500,776
2,1,4,30,"Peter",1500,776
2,5,4,42,"Greg",-1000,776
1,5,2,12,"Penny",400,777
2,5,4,39,"Kim",1000,777
2,6,5,45,"Penny",-700,777
1,6,3,28,"Sebastian",1000,778
2,4,3,48,"Camille",-3000,778
2,3,4,40,"Matt",3000,778
1,1,3,7,"Iddoshe",1000,779
2,5,4,55,"Iddoshe",-2000,779
2,6,4,40,"Allison",-2200,779
1,5,4,25,"Patrick",1000,780
2,5,2,47,"Patrick",1500,780
2,6,5,59,"Patrick",20,780
1,6,3,6,"Lyn",300,781
2,6,2,55,"Lyn",500,781
2,4,3,35,"Lyn",1500,781
1,5,5,6,"Papa",-1000,782
2,2,3,44,"David",2000,782
2,3,4,35,"Papa",2600,782
1,1,4,21,"Chris",-400,783
2,3,4,38,"Rick",1600,783
2,6,4,56,"Rick",1500,783
1,4,5,18,"Papa",1500,784
2,5,3,57,"Papa",-3000,784
2,1,4,34,"Andrew",-1000,784
1,1,4,8,"Lyn",600,785
2,4,4,50,"Jim",500,785
2,6,5,33,"Lyn",2000,785
1,6,5,22,"Lyn",1000,786
2,1,5,45,"Brad",2000,786
2,2,5,49,"Stephen",-1500,786
1,3,3,8,"Doug",800,789
2,4,3,51,"Michael",2800,789
2,2,4,34,"Doug",2000,789
1,6,4,13,"Blaine",500,790
2,3,3,38,"David",1800,790
2,6,3,33,"Kristine",1000,790
1,2,4,24,"Paul",4000,791
2,1,2,52,"Pinki",2500,791
2,5,3,57,"Pinki",-2900,791
1,1,5,5,"Tom",500,792
2,1,3,58,"Barbara",-1000,792
2,3,4,34,"David",1200,792
1,2,4,13,"Val",-400,793
2,1,3,38,"David",2000,793
2,2,4,59,"John Allen",-4600,793
1,5,3,26,"Paul",3000,794
2,4,3,50,"Paul",-4000,794
2,5,3,38,"Paul",-1200,794
1,1,3,16,"David",500,795
2,1,3,28,"Ed",500,795
2,3,4,51,"Ed",1500,795
1,1,3,13,"Steve",-500,796
2,5,3,35,"Samantha",2000,796
2,1,5,48,"Samantha",2000,796
1,5,4,18,"Megan",-500,797
2,5,3,45,"Megan",-2000,797
2,4,4,57,"Julie",400,797
1,3,3,13,"Paul",-500,798
2,1,3,39,"Paul",-800,798
2,4,4,41,"Julie",-1400,798
1,5,3,28,"Bonnie",1500,799
2,1,4,35,"Carolyn",-2000,799
2,3,5,60,"Bonnie",-1800,799
1,1,5,26,"Jerome",1500,800
2,6,3,33,"Jerome",-2000,800
2,3,5,60,"Mike",-1200,800
1,1,5,25,"Jerome",1500,801
2,6,4,59,"Jerome",5500,801
2,3,5,35,"Jerome",2300,801
1,5,5,20,"Julie",500,802
2,4,3,43,"Jerome",2000,802
2,5,5,55,"Jerome",1200,802
1,6,4,19,"Paul",800,803
2,2,3,43,"Anne",2000,803
2,4,4,39,"Paul",-1400,803
1,3,5,20,"Dave",1200,804
2,3,3,49,"Dave",-2400,804
2,6,4,35,"Dave",-1600,804
1,1,4,4,"Anne",500,805
2,2,3,39,"Jenny",-1500,805
2,3,3,43,"Lance",1000,805
1,3,3,8,"Lance",-500,806
2,5,3,58,"Melissa",-200,806
2,3,5,40,"Lance",1000,806
1,1,2,2,"Fred",500,807
2,5,3,33,"Fred",700,807
2,1,4,57,"Lance",800,807
1,6,5,10,"Bonnie",1000,808
2,1,3,55,"Tim",6000,808
2,3,4,51,"Jessica",2000,808
1,3,5,6,"Jimmy",1000,809
2,4,3,51,"Jessica",-1600,809
2,3,4,57,"Julie",-2000,809
1,3,3,17,"Lance",300,810
2,1,2,37,"Lance",-1000,810
2,4,4,58,"John",-1600,810
1,5,1,6,"Amit",600,811
2,4,2,51,"Melanie",500,811
2,5,3,47,"Melanie",500,811
1,1,4,5,"Lance",500,812
2,1,4,33,"Lance",1000,812
2,5,4,45,"Lance",800,812
1,2,5,5,"Hans",-200,813
2,1,3,39,"Hans",1000,813
2,2,4,35,"Colin",-1200,813
1,1,3,12,"Amit",2000,814
2,3,2,34,"Sharon",-800,814
2,5,5,53,"Sharon",-500,814
1,1,5,12,"Hans",400,815
2,1,4,56,"Faith",1000,815
2,4,5,44,"Barry",1500,815
1,6,3,22,"Nina",1000,816
2,4,3,46,"Nina",2000,816
2,5,4,57,"Nina",3000,816
1,1,5,10,"Jack",-1600,817
2,4,3,48,"Kim",-2000,817
2,1,4,59,"Deborah",400,817
1,5,5,20,"Barry",1000,818
2,3,3,35,"Barry",1000,818
2,5,5,49,"Marianne",-1100,818
1,1,3,28,"Chad",-700,819
2,2,3,32,"Madeleine",1500,819
2,6,4,51,"Chad",3000,819
1,1,2,8,"Dan",300,820
2,2,3,34,"Jenny",1000,820
2,3,4,54,"Jenny",-1500,820
1,3,3,28,"Barry",-1000,821
2,4,3,42,"Ben",300,821
2,5,4,33,"Ben",-1000,821
1,4,4,19,"Bruce",3989,822
2,2,4,52,"Matt",5000,822
2,3,4,36,"Bruce",8917,822
1,1,5,17,"Bob",-700,823
2,1,4,55,"Carolyn",-1000,823
2,3,4,49,"Carolyn",2000,823
1,4,4,13,"Bruce",3389,824
2,4,2,41,"Alicia",6000,824
1,2,3,12,"Tim",600,825
2,5,5,43,"Liz",1000,825
1,1,5,9,"Carolyn",-500,826
2,2,5,43,"Carolyn",1000,826
2,5,5,45,"Carolyn",1000,826
1,6,4,23,"Erin",-1000,827
2,5,3,58,"Alicia",-5200,827
2,4,4,44,"Erin",3000,827
1,2,3,12,"Reed",-1000,828
2,4,4,55,"Carolyn",1500,828
2,6,4,45,"Reed",-1000,828
1,4,3,8,"Denise",1000,829
2,2,4,49,"Randy",3500,829
2,5,4,54,"Denise",2000,829
1,3,5,17,"Chuck",500,830
2,3,4,35,"Linda",2000,830
2,1,5,56,"Linda",-2000,830
1,3,4,18,"Brett",2000,831
2,3,3,44,"Chris",3500,831
2,2,4,39,"Chris",2000,831
1,5,2,9,"Jonathan",600,832
2,2,3,53,"Jonathan",-2000,832
2,5,5,36,"Jonathan",-1500,832
1,3,3,17,"Diane",-1000,833
2,5,3,50,"Melizza",1000,833
2,3,4,34,"Roger",-1500,833
1,1,4,20,"Margaret",500,834
2,5,2,32,"Alex",-700,834
2,1,4,54,"Melizza",1000,834
1,1,3,14,"Judy",-700,835
2,2,4,39,"Melizza",1200,835
2,5,4,47,"Judy",1000,835
1,1,3,8,"Chris",1000,836
2,1,3,33,"Chris",2400,836
2,3,3,58,"Lucretia",-1400,836
1,2,2,2,"Chris",600,837
2,4,4,58,"Chris",2200,837
2,3,5,50,"John",3000,837
1,1,4,10,"Melizza",400,838
2,1,4,33,"Diane",700,838
2,3,5,44,"Diane",2000,838
1,3,4,24,"Elizabeth",-900,839
2,1,4,38,"Diane",1000,839
2,6,5,36,"Walter",1500,839
1,1,3,3,"Christine",200,840
2,6,3,48,"Christine",-1500,840
2,4,5,35,"Nick",-1000,840
1,6,3,12,"Tim",-900,841
2,6,3,53,"Diane",-1700,841
1,2,4,24,"Tammy",800,842
2,2,4,50,"Tammy",800,842
2,6,4,39,"Tammy",-800,842
1,5,5,25,"Christine",1000,843
2,1,2,52,"Scott",2000,843
2,4,5,41,"Mike",1400,843
1,6,5,29,"James",-2000,844
2,4,3,48,"Lara",2000,844
2,1,5,41,"Lara",-2000,844
1,4,2,10,"Tammy",500,845
2,3,3,56,"Greg",-1000,845
1,1,4,9,"Greg",1000,846
2,1,3,54,"Ellen",1200,846
2,5,4,48,"Ellen",-1200,846
1,4,5,15,"Patrick",-1000,847
2,3,5,36,"Judith",1000,847
2,5,5,60,"Judith",2000,847
1,3,4,20,"Jennifer",-500,848
2,1,5,44,"Jamie",-1000,848
1,6,4,14,"Kate",1800,849
2,5,4,46,"James",3000,849
2,1,5,60,"Kate",-1200,849
1,4,2,15,"Nancy",500,850
2,1,3,38,"Jamie",1500,850
2,2,3,49,"Jamie",-500,850
1,1,2,7,"Margaret",-500,851
2,1,5,38,"Margaret",-900,851
2,6,5,52,"Kate",-2000,851
1,6,3,28,"Cres",-1000,852
2,3,3,40,"Juliet",500,852
2,4,3,44,"Juliet",500,852
1,4,3,23,"Dave",-800,853
2,6,3,53,"Mary",2400,853
2,4,4,34,"Mary",2800,853
1,2,4,21,"Peter",-800,854
2,1,5,60,"Mia",-1500,854
2,6,5,37,"Juliet",600,854
1,1,3,30,"Pam",-900,855
2,4,4,45,"Gene",700,855
2,2,5,35,"Pam",-1000,855
1,5,5,30,"Ed",1000,856
2,1,3,56,"Ed",-2000,856
2,5,3,46,"Ed",-2000,856
1,3,2,24,"Rick",1000,857
2,6,3,45,"Rick",-800,857
2,1,4,37,"Rick",-600,857
1,1,5,30,"Ed",1000,858
2,6,3,44,"Louise",-1200,858
2,5,4,59,"Lars",-6000,858
1,4,5,7,"Michael",-600,859
2,1,3,58,"Juliet",-1000,859
2,3,3,35,"Juliet",600,859
1,1,4,19,"Marianne",-800,860
2,2,5,39,"Brian",2000,860
2,3,5,55,"Ross",2000,860
1,3,3,21,"Brian",2000,861
2,1,3,54,"Mark",-6400,861
2,3,3,48,"Brian",2000,861
1,1,2,27,"Anthony",500,862
2,4,4,43,"Alan",2500,862
2,6,4,54,"Alan",1000,862
1,5,2,11,"Corey",1200,863
2,1,3,35,"Corey",3000,863
2,3,4,39,"Corey",5000,863
1,2,5,25,"Piper",-600,864
2,3,3,33,"Corey",2000,864
2,6,3,54,"Kevin",-5500,864
1,4,4,13,"Katie",600,865
2,3,4,49,"Sinan",-1000,865
2,4,4,44,"Sinan",-1000,865
1,3,3,3,"Allen",100,866
2,1,5,54,"Sinan",1000,866
2,3,5,36,"Jessica",-500,866
1,3,5,26,"Mark",-500,867
2,2,4,34,"Sinan",-800,867
1,4,4,20,"Brian",3000,868
2,3,4,40,"Brian",2000,868
2,6,4,36,"Brian",1000,868
1,1,3,26,"Nemanja",-1000,869
2,1,4,53,"Trisha",-2000,869
2,4,5,44,"Nemanja",1500,869
1,3,4,7,"Mark",600,870
2,3,5,40,"Tom",1800,870
2,5,5,55,"Tom",2000,870
1,1,4,10,"Ben",1000,871
2,4,2,43,"Amanda",-2400,871
2,3,5,48,"Amanda",-2000,871
1,2,3,19,"Kareem",2000,872
2,3,3,29,"Kareem",3000,872
2,5,3,41,"Martina",-4000,872
1,6,5,5,"Ed",-500,873
2,3,3,38,"Ben",2000,873
2,1,4,44,"Ben",-2000,873
1,1,5,26,"Tom",-900,874
2,3,2,32,"Roger",1200,874
2,4,3,56,"Roger",1000,874
1,5,2,2,"Jim",300,875
2,2,3,56,"Jim",1200,875
2,6,3,45,"Robin",-1500,875
1,4,3,3,"Ben",1000,876
2,4,3,55,"Doc",5200,876
2,6,4,51,"Barbara",-2000,876
1,6,5,30,"Dave",-500,877
2,1,4,40,"Robin",-600,877
2,6,4,52,"Robin",800,877
1,4,4,29,"Chris",-1500,878
2,3,4,58,"Emily",1000,878
2,6,4,38,"Alan",3300,878
1,5,4,24,"Doc",1000,879
2,3,3,53,"Craig",-2400,879
2,6,4,34,"Chrissy",800,879
1,1,5,15,"Julie",1000,880
2,3,3,53,"Julie",700,880
2,1,5,46,"Dave",-1400,880
1,2,5,26,"Chip",300,881
2,1,3,48,"Chip",-1500,881
2,3,4,33,"Harry",800,881
1,1,4,7,"Craig",600,882
2,2,4,32,"Wendy",1000,882
2,4,5,37,"Rena",1500,882
2,1,2,28,"Peter",1000,883
2,3,4,45,"Dana",2000,883
1,3,3,8,"David",900,884
2,1,4,54,"Sascha",3500,884
2,6,5,51,"David",1500,884
1,6,4,9,"Michael",-1000,885
2,4,3,48,"Lizard",7000,885
2,3,5,35,"Michael",2000,885
1,2,4,20,"Eric",2000,886
2,2,4,45,"Eric",-4000,886
2,5,4,43,"Eric",-5000,886
1,5,4,9,"Michael",-2000,887
2,5,4,51,"Rory",3000,887
2,4,5,58,"Michael",1000,887
1,2,4,4,"Stan",300,888
2,3,2,36,"Chris",2500,888
1,1,3,4,"Adriana",500,889
2,1,4,55,"Adriana",-3000,889
2,2,5,51,"Adriana",3000,889
1,2,4,7,"Anne",300,890
2,1,3,59,"Anne",1000,890
2,5,4,54,"Adriana",-2000,890
1,4,3,27,"William",2400,891
2,5,3,37,"William",3000,891
2,2,4,44,"William",5000,891
1,5,3,24,"Michael",2000,892
2,6,2,32,"Stacy",2500,892
2,2,5,44,"Michael",-5200,892
1,5,4,28,"Randy",500,893
2,4,3,53,"Adriana",200,893
2,3,5,60,"Randy",-400,893
1,3,5,30,"Matt",2800,894
2,1,2,47,"Andy",-3000,894
2,5,4,52,"Andy",4000,894
1,4,5,25,"Brian",2000,895
2,1,3,41,"Russell",3000,895
2,5,4,51,"Russell",-4000,895
1,4,3,19,"Adriana",-500,896
2,5,4,32,"Kemp",500,896
2,3,5,56,"Kemp",500,896
1,4,4,16,"Lisa",-1000,897
2,2,3,35,"Mike",3000,897
2,5,4,59,"Mike",7200,897
1,3,4,13,"Van",600,898
2,3,3,42,"John",-5000,898
2,5,4,48,"William",5800,898
1,4,3,13,"Deborah",500,899
2,6,4,43,"Julie",-1000,899
1,6,3,16,"Steve",500,900
2,3,3,43,"Bruce",-1500,900
2,1,4,55,"Steve",900,900
1,1,3,5,"Dan",600,901
2,5,3,54,"Dan",-2700,901
2,1,4,44,"Dan",2500,901
1,1,4,29,"Dana",-200,903
2,4,4,52,"Andrew",-100,903
2,2,5,50,"Andrew",-1200,903
1,4,5,10,"Tom",-1200,904
2,1,3,39,"Melissa",-1200,904
2,3,3,48,"Kathy",1600,904
1,6,4,9,"Andrew",-1000,905
2,3,3,47,"Andrew",600,905
2,2,4,38,"Danielle",500,905
1,6,4,24,"Raena",-3000,906
2,5,2,49,"Brian",3000,906
2,6,4,56,"Brian",2600,906
1,4,5,5,"Amy",1000,907
2,4,3,53,"Connie",1600,907
2,1,5,46,"Amy",-2000,907
1,4,4,9,"Alba",1000,908
2,4,4,56,"Merlin",2000,908
2,5,5,55,"Merlin",2000,908
1,6,4,25,"Andrew",800,909
2,2,3,33,"Andrew",1600,909
2,6,3,51,"Rebecca",-1000,909
1,6,5,16,"Nissan",600,910
2,6,2,35,"Brian",2800,910
2,5,5,56,"Nissan",2400,910
1,3,5,8,"Jeeks",-400,911
2,5,3,33,"Glen",1200,911
2,2,4,59,"Jeeks",1100,911
1,1,3,8,"Andrew",500,912
2,3,3,33,"Andrew",1000,912
2,6,3,58,"Marc",-1000,912
1,3,3,18,"Brian",1000,913
2,4,2,52,"Brian",2000,913
2,6,5,60,"Holly",-2200,913
1,4,5,30,"Diane",-1000,914
2,2,4,39,"Andrew",1500,914
2,5,4,59,"Brendan",-2000,914
1,1,4,14,"Bob",1200,915
2,3,2,52,"Luis",1200,915
2,5,4,44,"Luis",1600,915
1,5,3,28,"Giselle",-700,916
2,6,2,44,"Chris",500,916
2,1,3,50,"Giselle",2000,916
1,3,2,3,"Rodney",1000,917
2,3,3,58,"Bob",4000,917
2,5,3,33,"Rodney",2200,917
1,1,4,29,"Kathleen",-500,918
2,5,4,59,"Doug",-100,918
2,2,5,35,"Doug",-2000,918
1,3,3,13,"John",500,919
2,3,3,33,"Giselle",-900,919
2,4,5,40,"John",500,919
1,3,4,29,"Sarah",600,920
2,5,2,37,"Ken",6200,920
2,1,4,34,"Ken",10000,920
1,5,3,13,"Don",500,921
2,4,3,43,"Julie",-1000,921
2,5,4,39,"Don",1000,921
1,2,3,13,"Gary",1000,922
2,1,2,33,"John",1700,922
2,4,3,43,"John",300,922
1,2,3,3,"Jimmie",1000,923
2,1,3,43,"Doug",3000,923
2,5,3,48,"Jimmie",-3000,923
1,6,4,22,"Linda",1000,924
2,4,2,49,"Linda",2000,924
2,6,5,57,"Linda",-500,924
1,3,5,25,"Bruce",-500,925
2,1,4,39,"Lucia",-900,925
2,4,4,34,"Linda",1000,925
1,3,4,19,"Linda",600,926
2,4,3,41,"Kristi",-1000,926
2,1,5,35,"Patrick",-1500,926
1,5,5,10,"Greg",-600,927
2,1,3,38,"Jacqueline",-2000,927
2,5,3,41,"Jacqueline",2000,927
1,1,5,5,"Jeff",2000,928
2,4,4,34,"Matt",3400,928
2,1,5,49,"Peter",5000,928
1,2,3,10,"Kristi",200,929
2,3,4,57,"Kristi",500,929
2,5,5,55,"Kristi",-2000,929
1,5,4,29,"Theo",1600,930
2,2,3,58,"Gigi",-200,930
2,3,4,54,"Gigi",-3000,930
1,5,4,15,"Ellen",500,931
2,2,3,49,"Jeff",2500,931
2,1,5,55,"Jeff",4700,931
1,5,5,11,"Matt",400,932
2,1,4,44,"James",-500,932
2,6,5,56,"Matt",-500,932
1,6,2,8,"Gigi",1000,933
2,5,2,52,"Michael",7000,933
2,1,5,50,"Michael",2000,933
1,1,3,4,"Faith",1000,934
2,2,3,53,"Faith",1000,934
2,4,4,38,"Brian",1534,934
1,4,4,18,"Joe",500,935
2,1,3,58,"Joe",-5000,935
2,4,4,40,"Helen",400,935
1,3,5,5,"Jaime",400,936
2,5,3,48,"Jaime",1000,936
2,6,5,35,"Michael",-1000,936
1,3,2,7,"James",600,937
2,5,4,29,"James",1600,937
2,6,4,39,"Alan",-3100,937
1,2,3,26,"Fred",1800,938
2,6,3,57,"Don",5800,938
2,3,4,49,"Don",2000,938
1,1,4,27,"James",500,939
2,2,3,51,"James",500,939
2,6,5,43,"James",900,939
1,2,2,12,"Mark",2000,940
2,6,4,37,"Mark",8500,940
1,3,4,10,"Debra",300,941
2,1,5,32,"Susan",-1000,941
2,4,5,52,"Roger",-700,941
1,3,4,14,"Don",500,942
2,2,4,34,"Myron",-2000,942
2,4,4,44,"Jackie",-1000,942
1,4,2,2,"Fred",1000,943
2,5,2,32,"Nathan",2000,943
2,6,5,45,"Fred",4000,943
1,5,5,10,"Matt",1400,944
2,1,3,33,"Matt",-1400,944
2,5,5,45,"Laura",3000,944
1,5,3,23,"Debra",500,945
2,4,3,44,"John",-1600,945
2,3,5,49,"Gail",-2000,945
1,6,4,24,"Luke",2000,946
2,1,4,54,"Robbi",-2400,946
2,3,4,34,"Robbi",3000,946
1,2,5,13,"John",-600,947
2,2,4,49,"Dave",1000,947
2,3,5,57,"Devon",1000,947
1,1,3,26,"Bob",-1000,948
2,2,4,37,"Bob",9900,948
2,1,5,55,"Eric",-4800,948
1,1,5,20,"Robbi",600,949
2,3,4,42,"Bob",1800,949
2,5,4,36,"Robbi",-2800,949
1,5,2,20,"Bob",2200,950
2,2,4,44,"Dan",4000,950
2,3,4,59,"Dan",-4000,950
1,1,4,9,"Faith",1000,951
2,2,3,40,"Frank",-2000,951
2,4,3,50,"Faith",-1000,951
1,1,4,4,"Scott",100,952
2,1,3,32,"Dave",700,952
2,3,4,37,"Scott",1000,952
1,3,3,18,"Bill",1000,953
2,4,3,43,"Bill",1500,953
2,3,4,34,"Kathy",1000,953
1,5,4,19,"Maria",3000,954
2,5,2,52,"Doug",2000,954
2,6,4,34,"Kermin",1000,954
1,5,5,22,"Tony",500,955
2,2,3,58,"Tony",400,955
2,5,5,55,"Bill",-1500,955
1,5,5,10,"Kevin",-1400,956
2,4,3,53,"Aaron",-3500,956
2,3,4,34,"Aaron",2500,956
1,2,3,12,"Ron",600,957
2,6,2,49,"Ron",1400,957
2,3,5,57,"Linda",-3000,957
1,1,5,4,"Vik",1000,958
2,4,4,45,"Vik",4000,958
2,5,4,53,"Vik",4000,958
1,5,4,4,"Michael",1000,959
2,6,3,43,"David",2200,959
2,1,4,37,"David",3400,959
1,6,3,17,"David",-500,960
2,4,3,55,"Marsha",2000,960
2,6,4,47,"Marsha",1000,960
1,2,3,8,"Will",500,961
2,2,4,35,"Daniel",-1000,961
2,6,4,50,"Will",1000,961
1,3,3,16,"Bill",-3600,962
2,3,4,54,"Nico",-3000,962
2,5,4,42,"Tom",-2200,962
1,5,5,26,"Faith",-2000,963
2,6,3,36,"Michael",-2000,963
2,3,4,46,"Raj",4000,963
1,4,4,10,"Pete",500,964
2,1,4,40,"Colleen",-1000,964
2,3,5,37,"Pete",1800,964
1,4,5,23,"Bob",1000,965
2,4,2,43,"Aaron",3000,965
2,6,4,48,"Vik",-4600,965
1,3,4,1,"David",1000,966
2,6,3,42,"Bill",3000,966
2,2,5,51,"Bill",1000,966
1,5,5,25,"Brian",400,967
2,1,4,47,"Felicia",600,967
2,5,4,41,"Pete",-800,967
1,2,5,25,"Jason",600,968
2,1,3,38,"Michael",1000,968
2,3,4,34,"Maria",2000,968
1,4,3,5,"Bill",1000,969
2,3,3,48,"Vik",5000,969
2,1,4,33,"Vik",-3200,969
1,3,4,29,"Robb",600,970
2,1,3,39,"Brian",700,970
2,2,3,33,"Brian",1000,970
1,6,3,28,"Peggy",-500,972
2,3,2,52,"Peggy",1000,972
2,4,4,59,"Peggy",-1000,972
1,4,4,29,"Harvey",1000,973
2,3,3,46,"Harvey",3000,973
2,1,4,40,"Dan",-4000,973
1,4,5,11,"Anne",1000,974
2,1,2,52,"Darrell",7000,974
2,5,4,38,"Anne",3500,974
1,5,4,29,"Tricia",-800,975
2,6,4,44,"Harvey",3000,975
2,2,5,57,"Harvey",-2000,975
1,6,4,29,"April",500,976
2,2,3,58,"April",-400,976
2,3,3,34,"Dennis",600,976
1,4,3,12,"Matt",1000,977
2,4,4,48,"Matt",-2000,977
2,1,5,55,"Tricia",2000,977
1,3,5,25,"Jill",700,978
2,2,3,35,"Dennis",1000,978
2,6,3,45,"David",1000,978
1,1,4,14,"Robb",2400,979
2,1,5,45,"Julie",2000,979
2,6,5,35,"Julie",-2000,979
1,3,4,29,"Stella",-1000,980
2,2,3,43,"Keith",2000,980
2,6,3,38,"Stella",-2000,980
1,3,3,24,"David",1000,981
2,3,4,45,"Kraig",-1000,981
2,5,5,57,"David",1500,981
1,2,3,22,"Jeremy",1000,982
2,4,4,50,"Jeremy",2000,982
2,3,5,55,"Leena",1000,982
1,6,4,13,"Keith",1000,983
2,3,3,57,"Eric",2200,983
2,1,4,42,"Eric",4000,983
1,1,2,4,"Kristen",1000,984
2,2,4,59,"Eric",1800,984
2,4,4,54,"Ken",5000,984
1,5,3,24,"Marc",300,985
2,4,2,47,"Doug",3000,985
2,1,4,59,"Doug",5000,985
1,1,3,28,"Steve",2800,986
2,1,3,38,"Steve",5000,986
2,5,5,50,"Eric",2000,986
1,5,3,27,"Doug",2000,987
2,3,2,49,"Doug",2500,987
2,4,5,35,"Steve",-1600,987
1,3,4,29,"Rohan",800,988
2,3,4,44,"Janna",800,988
2,4,5,35,"Damian",1000,988
1,1,4,29,"Jeff",500,989
2,4,2,37,"Janna",1000,989
2,5,3,48,"Janna",1000,989
1,5,5,30,"Kathryn",-500,990
2,6,3,56,"Rod",1500,990
2,3,4,34,"Rod",-1800,990
1,5,2,25,"Mike",-1000,991
2,4,4,43,"Rod",1000,991
2,2,5,36,"Rod",1400,991
1,1,4,14,"David",-700,992
2,2,3,53,"Cheryl",-1400,992
2,4,3,43,"David",600,992
2,6,3,55,"Kathy",2000,993
2,1,4,43,"Nathan",1600,993
1,4,4,10,"Doug",700,994
2,4,4,50,"Doug",2000,994
2,3,5,47,"Doug",2000,994
1,4,5,15,"Jonathan",1000,995
2,6,3,43,"Richard",1800,995
2,5,4,59,"Jonathan",-4000,995
1,6,4,24,"Rod",1100,996
2,2,4,45,"Brandon",900,996
2,5,4,51,"Rod",1600,996
1,4,5,25,"Andrea",300,997
2,5,3,54,"Rod",-1200,997
2,6,4,48,"Rod",1400,997
1,1,3,7,"George",500,998
2,3,3,42,"Suzel",-1000,998
2,5,3,57,"George",2000,998
1,2,3,13,"Amy",500,999
2,4,3,57,"Amy",1000,999
2,2,4,55,"George",-2000,999
1,3,3,28,"Tanya",1000,1000
2,6,3,32,"Jason",-500,1000
2,5,5,51,"Jason",-500,1000
1,6,3,3,"Ben",500,1001
2,1,2,49,"Tanya",200,1001
2,4,3,40,"Tanya",1000,1001
1,1,4,24,"Sharon",-500,1002
2,2,3,60,"Sharon",-1000,1002
2,4,4,49,"Sharon",1000,1002
1,3,3,14,"Ulhas",300,1003
2,1,3,40,"Ulhas",-1000,1003
2,4,3,43,"Pamela",-1200,1003
1,3,5,16,"Ulhas",500,1004
2,1,3,33,"Ulhas",700,1004
2,4,5,54,"Jay",4000,1004
1,1,3,18,"Lesley",500,1005
2,1,3,46,"Ulhas",1000,1005
2,2,3,57,"Kevin",1500,1005
1,3,4,9,"Cheryl",-300,1006
2,4,4,43,"Cheryl",500,1006
2,3,5,57,"Doug",-2000,1006
1,3,4,23,"Babu",1100,1007
2,5,3,53,"Rick",2000,1007
2,3,5,40,"Mark",2500,1007
1,5,4,17,"Andrew",900,1008
2,2,3,53,"Larry",-2400,1008
2,4,4,41,"Larry",2700,1008
1,2,3,9,"Michelle",1000,1009
2,2,3,39,"Michelle",-1500,1009
2,5,4,57,"Ryan",1200,1009
1,3,3,12,"Lan",700,1010
2,4,4,50,"Tad",-100,1010
2,2,5,54,"Lan",-2000,1010
1,5,4,29,"Catherine",2000,1011
2,3,3,49,"Catherine",4000,1011
2,5,3,57,"Catherine",4000,1011
1,5,5,21,"Meredith",300,1012
2,3,4,37,"Tad",1000,1012
1,4,5,27,"Dan",1000,1013
2,3,3,53,"Dan",1200,1013
2,1,5,60,"Audrey",-1000,1013
1,2,3,9,"Marcia",1200,1014
2,2,3,33,"Dan",1400,1014
2,3,5,40,"Dan",-1200,1014
1,4,4,14,"Glen",800,1015
2,1,3,33,"Glen",800,1015
2,5,3,59,"Glen",2200,1015
1,5,5,8,"Tad",800,1016
2,1,4,59,"Tad",800,1016
2,3,4,36,"Matt",1500,1016
1,2,4,16,"Roberta",1000,1017
2,2,2,32,"Quinn",1400,1017
2,5,3,38,"Quinn",-1200,1017
1,2,4,9,"Mike",100,1018
2,2,4,59,"Ron",1800,1018
2,5,4,44,"Glen",1000,1018
1,1,3,13,"Jessica",-1000,1019
2,3,4,34,"Jessica",-1000,1019
2,5,4,53,"Jessica",800,1019
1,2,3,7,"Babu",600,1020
2,2,3,52,"Babu",3800,1020
2,3,4,34,"Tad",-100,1020
1,3,5,18,"Rick",-1300,1021
2,1,3,53,"Rick",100,1021
2,3,4,35,"Rick",1100,1021
1,5,5,11,"Craig",600,1023
2,4,2,46,"Thomas",1900,1023
2,2,4,34,"Craig",3000,1023
1,4,3,23,"Craig",-1000,1024
2,6,3,38,"Bill",2000,1024
2,3,4,49,"Matt",-2000,1024
