"round","col","row","i","name","score","uid"
1,5,4,21,"Claudia",-2000,561
2,3,4,42,"Claudia",1200,561
2,4,5,55,"Claudia",-4000,561
1,4,4,5,"Rob",500,562
2,2,4,56,"David",-100,562
2,5,4,34,"David",3000,562
1,2,4,13,"Emily",1600,563
2,5,2,34,"Emily",-1200,563
2,1,4,42,"Emily",-800,563
1,5,5,21,"Susan",600,564
2,5,2,34,"Glenn",1900,564
2,3,5,60,"Barbara",4500,564
1,4,4,7,"Brad",1400,565
2,5,3,58,"Bob",1000,565
2,6,3,48,"Brad",600,565
1,1,5,5,"Melissa",-800,567
2,4,4,50,"Paul",-1000,567
2,1,5,40,"Melissa",-1000,567
1,5,5,5,"Barbara",500,568
2,6,2,51,"Barbara",2500,568
2,4,3,41,"Barbara",1000,568
1,2,4,7,"Melissa",1000,569
2,1,4,43,"Dominic",2000,569
2,3,4,58,"Dominic",1400,569
2,2,4,41,"Dan",-1000,570
2,3,5,37,"Barbara",1000,570
1,4,5,7,"Steve",-1000,571
2,3,2,57,"Steve",-2000,571
2,5,4,43,"Katie",800,571
1,3,5,25,"Donna",500,572
2,4,4,55,"Bill",-800,572
2,3,5,53,"Debby",-800,572
1,3,4,29,"Steve",-1000,573
2,3,3,38,"Lori",-1000,573
2,1,5,60,"Lori",-400,573
1,4,5,29,"Jack",-700,574
2,4,4,45,"Sandy",1000,574
2,5,5,56,"Jack",1000,574
1,3,2,27,"Amanda",-1000,575
2,1,3,39,"Steve",-3200,575
2,3,3,53,"Amanda",1700,575
1,5,5,17,"Peter",-500,576
2,4,4,58,"Mary Lou",1000,576
2,6,5,55,"Peter",2000,576
1,5,5,25,"Murph",1200,577
2,3,3,43,"John",1500,577
2,5,5,54,"John",500,577
1,1,3,14,"Amanda",1400,578
2,2,5,49,"John",2200,578
2,6,5,51,"Claire",2000,578
1,5,3,24,"John",2800,579
2,3,4,55,"Chris",-2800,579
2,5,4,50,"John",-2500,579
1,1,5,15,"Robert",500,580
2,5,3,49,"Robert",-2500,580
2,1,5,36,"John",2500,580
1,6,5,25,"Susan",-1500,581
2,1,2,47,"Diane",-3000,581
1,5,4,4,"John",-100,582
2,3,4,41,"David",3000,582
2,1,5,36,"John",-1700,582
1,1,4,4,"Joey",1000,583
2,1,4,57,"Joey",-2000,583
2,5,4,56,"Joey",3000,583
1,3,4,25,"Curtis",1000,584
2,4,3,39,"Curtis",1500,584
2,3,5,49,"Gay",-600,584
1,5,2,30,"Laura",-1400,585
2,1,3,38,"Joey",3000,585
2,5,5,51,"Laura",3000,585
1,5,4,29,"Gay",500,586
2,3,4,53,"Gay",-1200,586
2,5,4,33,"Glenn",1000,586
1,4,4,4,"Clark",-600,587
2,2,4,52,"Clark",-1100,587
2,4,5,58,"Clark",600,587
1,5,3,25,"Joey",1500,588
2,4,3,33,"Joey",-1000,588
2,5,3,50,"Maria",6200,588
1,2,5,7,"Rosemary",300,589
2,2,4,45,"Wade",1500,589
2,5,4,59,"Rosemary",2500,589
1,1,5,7,"Jeremy",-1400,590
2,6,3,57,"Maria",5000,590
2,5,4,52,"Maria",5000,590
1,4,5,13,"Rosemary",500,591
2,3,4,36,"Brad",-1000,591
2,4,4,40,"Rosemary",-1000,591
1,1,2,2,"Maria",1000,592
2,6,3,33,"Leslie",3000,592
2,1,5,39,"Maria",2500,592
1,4,5,5,"Brad",600,593
2,4,3,53,"Jeff",-400,593
2,2,4,39,"Jeff",-1200,593
1,3,4,19,"Maria",2500,594
2,1,4,59,"Kingslea",-1400,594
2,4,4,44,"Maria",10000,594
1,1,4,4,"Maria",1000,595
2,3,3,43,"Kari",-2400,595
2,4,4,39,"Kari",-1800,595
1,3,4,22,"Stephen",-1500,596
2,3,3,51,"Sandy",1000,596
2,1,4,45,"Jeff",2000,596
1,5,5,10,"Jere",500,597
2,2,4,54,"Sandy",-1000,597
2,4,4,34,"Jere",1000,597
1,4,5,15,"Beth",2500,598
2,3,4,59,"Antonia",2000,598
2,5,4,51,"Beth",5000,598
1,1,4,28,"Jayanth",-800,599
2,1,2,37,"Jayanth",800,599
2,5,3,48,"Jayanth",1000,599
1,4,4,4,"Jere",500,600
2,1,5,50,"Jere",-800,600
2,6,5,59,"Gene",4000,600
1,4,5,21,"Ben",-1800,601
2,3,3,33,"Amanda",-1200,601
2,4,5,56,"Ben",2000,601
1,1,3,28,"Melissa",500,602
2,3,3,52,"Gene",-2000,602
2,2,5,57,"Melissa",-1500,602
1,3,4,9,"Chris",1000,603
2,4,3,51,"Adam",2000,603
2,5,4,39,"Chelsea",1200,603
1,1,5,10,"Ronny",-500,604
2,5,3,58,"Melissa",2100,604
2,2,4,49,"Melissa",-2000,604
1,4,5,10,"Colin",1000,605
2,3,4,50,"Nico",-2000,605
2,4,5,53,"Colin",-1000,605
1,1,5,20,"Irv",600,606
2,4,3,49,"Irv",300,606
2,6,5,40,"Melissa",-1500,606
1,3,3,13,"Tom",500,607
2,2,3,31,"Marina",-1800,607
2,5,4,54,"Marina",-700,607
1,4,3,10,"Jayanth",1000,608
2,1,3,48,"Amanda",2000,608
2,4,3,58,"Jayanth",1800,608
1,4,5,17,"Lucy",500,609
2,4,2,34,"Barbara",1200,609
2,6,3,53,"Charlie",-1000,609
1,3,3,3,"Alison",1000,610
2,6,2,53,"Nico",3000,610
2,1,3,33,"Ben",3000,610
1,5,5,20,"Charlie",-500,611
2,1,4,44,"Chris",-2500,611
2,3,4,50,"Chris",-200,611
1,5,3,23,"Jon",600,612
2,3,4,48,"Dee",1000,612
2,6,5,59,"Jon",3500,612
1,5,2,14,"Jayanth",1000,613
2,3,5,55,"Adam",-3000,613
2,4,5,40,"Nico",2400,613
1,4,3,22,"Pat",200,614
2,1,4,56,"Chris",-2500,614
2,4,4,47,"Pat",500,614
1,1,5,22,"Peter",1200,615
2,1,4,43,"Adam",2000,615
2,6,5,55,"Adam",-2800,615
1,1,4,20,"Leo",600,617
2,5,4,50,"Jon",700,617
2,1,5,40,"Kecia",700,617
1,3,4,18,"Jon",-500,618
2,5,3,52,"Ruth",1000,618
2,1,4,37,"Jon",-1000,618
1,6,4,4,"Jon",500,619
2,5,3,54,"Sara",1000,619
2,1,4,46,"Ted",1000,619
1,3,3,13,"Maria",1200,620
2,3,2,52,"Michael",1000,620
2,6,3,45,"Michael",1800,620
1,6,5,10,"Ted",300,621
2,4,4,59,"Cindy",-100,621
2,5,4,52,"Ted",1000,621
1,4,5,30,"Jody",1000,622
2,4,3,53,"Claudia",-1000,622
2,3,5,41,"Jody",-1800,622
1,4,5,12,"Jeanne",-1200,623
2,6,3,52,"Michael",-4000,623
2,5,4,46,"Bill",4500,623
1,6,4,21,"Claudia",-500,624
2,5,4,57,"Claudia",800,624
2,6,4,49,"Claudia",800,624
1,2,4,24,"Scott",2000,625
2,3,3,38,"Beth",-1500,625
2,4,5,60,"Scott",-6000,625
1,3,3,22,"Paul",300,626
2,2,3,44,"Chuck",800,626
2,6,5,54,"Marvin",1000,626
1,3,5,20,"Bill",4800,627
2,4,3,58,"Bill",2000,627
2,3,4,49,"Ben",-4000,627
1,2,5,15,"Claudia",1000,628
2,4,3,53,"Damon",3000,628
2,5,4,38,"Aimee",-2000,628
1,4,4,4,"Bill",1000,630
2,5,2,44,"Bill",4000,630
2,3,4,48,"Bill",-9000,630
1,3,4,7,"Claudia",500,631
2,4,3,58,"Claudia",-1000,631
2,2,5,35,"Jack",1500,631
1,4,5,14,"Claudia",-500,632
2,2,5,39,"David",2700,632
2,4,5,60,"David",2000,632
1,5,5,20,"Kim",1000,633
2,1,2,32,"Kathy",500,633
2,5,5,53,"Kim",-2000,633
1,2,3,15,"Bill",900,634
2,4,3,38,"Vik",-3000,634
2,1,5,37,"Vik",5000,634
1,4,5,15,"Marlene",500,635
2,1,3,31,"Marlene",-1000,635
2,6,5,48,"Scott",1100,635
1,1,5,6,"Paul",-500,636
2,1,4,51,"Paul",1000,636
2,4,4,34,"Paul",-1000,636
1,5,3,18,"Vik",2000,637
2,4,4,55,"Vik",2000,637
2,5,4,43,"Deena",6000,637
1,4,3,4,"Doug",500,638
2,4,2,30,"Julie",-600,638
2,3,5,54,"Doug",2000,638
1,3,5,26,"Vik",2000,639
2,4,3,34,"Liz",2000,639
2,5,4,59,"Josh",-1000,639
1,3,2,5,"Paul",500,640
2,4,4,53,"Chris",3200,640
2,2,5,45,"Paul",1500,640
1,4,5,13,"Vik",-1200,641
2,1,3,35,"Vik",2000,641
2,3,5,54,"Vik",3500,641
1,4,5,13,"Bruce",400,642
2,5,3,45,"Pam",2000,642
2,4,5,35,"Pam",1000,642
1,4,5,25,"Adam",1200,643
2,1,2,38,"Adam",5000,643
2,5,4,59,"Michael",200,643
1,1,4,14,"Breck",1000,644
2,5,4,45,"Breck",-2500,644
2,6,4,53,"Kevin",-1100,644
1,5,5,25,"Pat!",-600,645
2,2,4,50,"Breck",2000,645
2,4,4,35,"Pat!",-1000,645
1,3,3,25,"Todd",1000,646
2,1,2,31,"Todd",3000,646
2,5,3,54,"Adam",-5000,646
1,4,3,8,"Breck",-500,647
2,6,4,54,"Tim",1000,647
2,1,5,42,"Nina",1000,647
1,2,5,11,"Marianna",1000,648
2,3,3,49,"Vicky",-4200,648
2,6,4,34,"Vicky",-1200,648
1,2,5,7,"Chad",500,649
2,2,3,54,"Chad",1000,649
2,1,5,51,"Laura",1000,649
1,4,5,14,"Laura",800,650
2,4,3,44,"Bob",-1700,650
2,6,5,41,"Laura",1500,650
1,3,3,18,"Vicky",-400,651
2,3,3,38,"Vicky",1000,651
2,1,4,55,"James",-600,651
1,1,5,24,"Amy",500,652
2,3,3,35,"Amy",500,652
2,4,5,56,"Fred",-2500,652
1,1,3,25,"Michael",600,653
2,1,2,43,"Michael",600,653
2,5,5,52,"LeeAundra",-1000,653
1,4,4,17,"Davia",300,654
2,4,3,54,"Bob",1000,654
2,5,4,52,"Bob",-1000,654
1,3,5,26,"Beth",800,655
2,1,3,56,"LeeAundra",-1800,655
2,4,4,44,"LeeAundra",4600,655
1,3,4,4,"Davia",500,656
2,5,2,48,"Chris",-1500,656
2,2,4,42,"Davia",1000,656
1,1,4,14,"Tanis",700,657
2,3,4,43,"Tanis",-1500,657
2,2,5,47,"Alex",-2000,657
1,4,4,29,"Rich",1000,658
2,3,3,53,"Bryn",200,658
2,5,3,38,"Rich",-600,658
1,4,3,8,"Pooja",200,659
2,6,3,49,"Brandon",2000,659
2,1,4,39,"Brandon",1500,659
1,3,3,16,"Faith",-400,660
2,3,5,44,"Faith",-800,660
2,6,5,45,"Faith",400,660
1,4,4,9,"James",1000,661
2,1,3,38,"James",-1000,661
2,3,4,34,"James",1000,661
1,2,4,19,"Bill",-1200,662
2,2,4,34,"Erin",1000,662
2,4,4,44,"Erin",-500,662
1,4,2,2,"Akiva",500,663
2,2,4,41,"Akiva",1300,663
2,5,4,60,"Rita",-400,663
1,4,3,11,"Justin",500,664
2,3,3,45,"Fran",2000,664
2,2,4,49,"Fran",2000,664
1,4,4,22,"Maria",700,665
2,6,3,55,"Maria",1000,665
2,5,4,51,"Tim",-3000,665
1,3,4,21,"Maria",-1000,666
2,5,2,43,"Kathy",-1000,666
2,4,5,50,"Maria",-2000,666
1,1,4,26,"Justin",500,667
2,1,3,41,"Justin",700,667
2,5,4,52,"Tanis",4000,667
1,4,4,19,"Akiva",800,668
2,6,3,34,"Akiva",-1500,668
2,2,4,45,"Akiva",-700,668
1,1,3,23,"Kathy",1000,669
2,1,2,33,"Laura",3000,669
2,4,3,53,"Kathy",2000,669
1,4,3,12,"Josh",500,670
2,3,3,38,"Josh",3500,670
2,5,4,34,"Fran",2500,670
1,2,3,26,"Laura",500,671
2,1,3,33,"Debbie",1600,671
2,3,4,56,"Laura",-100,671
1,3,4,21,"Josh",-1263,672
2,3,3,48,"Josh",4637,672
2,1,4,39,"Akiva",1000,672
1,2,4,21,"Laura",1400,674
2,1,4,36,"Laura",6000,674
2,2,4,49,"Jeff",6000,674
1,4,4,24,"Jeff",-1400,675
2,1,3,57,"Lisa",-1000,675
2,4,3,39,"Josh",1500,675
1,1,4,22,"Peter",-1000,676
2,1,4,57,"Peter",-1800,676
2,3,5,51,"Peter",3400,676
1,2,5,10,"Grace",500,677
2,6,4,42,"Grace",1000,677
2,1,5,56,"Grace",-1000,677
1,6,5,18,"Claudia",500,678
2,6,4,56,"Grace",1000,678
2,3,5,46,"Grace",1000,678
1,4,3,18,"Julie",1600,679
2,3,2,37,"Bob",-2000,679
2,2,4,35,"Bob",-2000,679
1,1,5,11,"Jim",500,680
2,5,3,58,"Greg",3000,680
2,3,5,35,"Jim",1000,680
1,1,5,30,"Rex",-1200,681
2,2,4,42,"Sharon",2000,681
2,3,5,55,"Sharon",-3400,681
1,5,3,15,"Mark",-1000,682
2,3,4,49,"Jim",-500,682
2,5,5,42,"Jim",-1000,682
1,3,5,30,"Rex",1000,683
2,1,3,47,"Rex",-1200,683
2,3,3,56,"Kevin",-2000,683
1,2,4,14,"Amit",900,684
2,4,4,59,"Amit",1900,684
2,2,5,48,"Jim",-600,684
1,3,4,29,"Keara",2000,686
2,3,3,53,"Keara",2000,686
2,4,4,36,"Tom",2800,686
1,1,4,15,"Robert",-1400,687
2,3,4,48,"Lauren",-1000,687
2,6,4,33,"Lauren",-1200,687
1,4,4,8,"Jim",500,688
2,3,5,40,"Jim",1000,688
2,6,5,47,"Laurent",1300,688
1,3,5,30,"Kathie",1300,689
2,3,4,59,"Kathie",1400,689
2,1,5,53,"Laurent",-1500,689
1,1,2,9,"Jamie",1000,690
2,3,5,40,"Joan",1600,690
2,6,5,55,"Jamie",3000,690
1,6,5,25,"James",-1200,691
2,1,3,33,"Tom",2000,691
2,4,3,43,"Leslie",-2000,691
1,2,5,30,"Jim",-500,692
2,1,4,45,"Greg",2000,692
2,4,4,42,"Jim",1500,692
1,6,5,15,"Jenna",-600,693
2,6,3,47,"Jenna",-1000,693
2,2,4,44,"Jenna",2000,693
1,6,5,30,"Andy",-1500,694
2,6,3,45,"Tom",-3400,694
2,4,4,48,"Tom",3000,694
1,3,5,10,"Bob",-1500,695
2,3,4,49,"Dan",-1100,695
2,6,4,39,"Michael",-2000,695
1,5,3,25,"Jenna",700,696
2,1,4,53,"Jeff",700,696
2,4,4,42,"Jude",500,696
1,3,3,23,"Craig",1500,697
2,3,3,38,"Tom",2200,697
2,2,5,45,"Tom",2600,697
1,2,5,20,"Jeff",-500,698
2,3,3,43,"Jim",1000,698
2,2,4,39,"Jeff",-1000,698
1,4,4,4,"Joseph",400,699
2,6,3,38,"Tom",2000,699
2,1,5,35,"Joseph",-2400,699
1,6,2,2,"Pablo",300,700
2,5,2,30,"Pam",-1000,700
2,2,4,52,"Pam",3000,700
1,3,5,22,"Pam",800,701
2,6,2,40,"Margaret",1000,701
2,1,4,49,"Carl",-1000,701
1,4,5,30,"Lisa",1700,702
2,1,4,39,"Lisa",2000,702
2,4,4,56,"Pam",-3000,702
1,2,4,25,"Marty",1500,703
2,3,4,54,"Carolyn",-2900,703
2,4,4,49,"Tom",6000,703
1,5,4,29,"Pam",1000,704
2,4,3,46,"Elizabeth",2000,704
2,5,5,39,"Pam",-3000,704
1,1,4,9,"Tom",-2200,705
2,3,4,60,"Tom",-5201,705
2,5,5,46,"Tom",1400,705
1,2,3,20,"Robert",1300,706
2,1,4,37,"Elizabeth",1000,706
2,5,5,43,"Elizabeth",1000,706
1,6,4,9,"Kevin",1000,707
2,5,4,39,"Mary",-3000,707
2,3,5,56,"Bryan",6600,707
1,3,5,5,"Elizabeth",500,708
2,6,4,44,"Jon",2000,708
2,1,5,56,"Elizabeth",2200,708
1,3,3,3,"Eric",500,709
2,6,3,55,"Eric",1000,709
2,3,5,36,"George",1000,709
1,1,2,22,"Ann",400,710
2,2,4,44,"Ann",1500,710
2,3,5,55,"Ann",-500,710
1,5,4,10,"Jesse",600,711
2,3,4,59,"Kevin",5000,711
2,6,5,45,"Kerri",3400,711
1,2,3,8,"Erik",300,712
2,1,4,59,"Richard",900,712
2,5,4,50,"Erik",1500,712
1,2,4,9,"Bob",-400,713
2,5,2,42,"Roxanne",1600,713
2,2,4,54,"Roxanne",-2400,713
1,2,3,3,"Michelle",400,714
2,5,3,48,"Kevin",-1000,714
2,1,5,60,"Kevin",-200,714
1,4,3,9,"Andrew",-800,715
2,6,3,57,"Steve",600,715
2,3,4,54,"Steve",-800,715
1,3,4,14,"Bob",500,716
2,2,3,44,"Abby",2000,716
2,6,3,49,"Mushtaq",-1000,716
1,1,3,25,"Mark",600,717
2,1,4,41,"Bill",1000,717
2,2,4,54,"Mark",500,717
1,5,5,15,"Wes",400,718
2,6,3,47,"Wes",1500,718
2,3,5,38,"Wes",1400,718
1,3,5,14,"Wes",300,719
2,3,4,59,"Macee",800,719
2,5,5,36,"Wes",1000,719
1,1,4,5,"Kevin",-200,720
2,2,3,41,"Merle",-3000,720
2,3,4,47,"Chris",2000,720
1,3,4,23,"Jennifer",500,721
2,2,4,52,"Wes",1500,721
2,4,4,55,"Jennifer",3000,721
1,1,5,5,"Brian",1000,722
2,4,3,51,"Emily",2800,722
2,1,5,33,"Emily",-1200,722
1,1,4,3,"Wes",400,723
2,6,3,35,"Wes",1400,723
2,3,5,51,"Wes",900,723
1,6,2,23,"Steve",1700,724
2,2,3,38,"Steve",2600,724
2,4,3,40,"Eric",-3900,724
1,2,2,7,"Arthur",800,725
2,2,4,59,"Girish",-800,725
2,5,4,50,"Sheri",500,725
1,4,5,25,"John",1000,726
2,5,4,59,"Amanda",2000,726
2,4,5,41,"John",3000,726
1,2,5,9,"Jeff",500,727
2,4,4,60,"Mickie",200,727
2,5,4,54,"Jeff",-2000,727
1,2,4,5,"Larry",500,728
2,1,3,33,"Larry",1000,728
2,3,5,55,"Larry",1000,728
1,4,5,24,"Fritz",400,729
2,4,4,39,"Arthur",2000,729
2,2,5,57,"Arthur",-1600,729
1,1,5,25,"Rick",-1000,730
2,5,4,44,"Jeanne",1000,730
2,1,5,40,"John",-3400,730
1,1,4,7,"Bob",-700,731
2,3,4,42,"Bob",1500,731
2,5,4,38,"Jeff",1000,731
1,3,5,20,"Mark",600,732
2,4,4,54,"Evan",2500,732
2,5,4,59,"Arthur",700,732
1,2,3,13,"Lisa",800,733
2,1,4,54,"Marcus",-1000,733
2,3,5,40,"Rick",2000,733
1,6,5,15,"Arthur",2300,734
2,2,5,35,"John",2000,734
2,3,5,41,"Arthur",3000,734
1,1,4,29,"Laurie",600,735
2,2,3,58,"Scott",1000,735
2,1,5,48,"Laurie",1600,735
1,4,4,21,"Steve",1300,736
2,5,3,58,"Bob",3000,736
2,1,4,41,"Bob",3000,736
1,5,5,15,"Laurie",-1200,738
2,5,3,51,"Laurie",1400,738
2,1,4,34,"Laurie",1200,738
1,1,5,8,"Brian",-800,739
2,2,5,45,"Joy",-1000,739
2,6,5,32,"Chris",3100,739
1,4,5,15,"Bob",1400,740
2,3,3,33,"Bob",-1200,740
2,5,4,58,"Marcus",1400,740
1,1,5,5,"Nick",-1000,741
2,2,3,58,"Bob",100,741
2,5,5,55,"Wendy",2000,741
1,2,3,12,"Jeff",500,742
2,6,3,49,"Jamie",400,742
2,5,4,34,"Larry",1000,742
1,3,4,14,"Bob",-600,743
2,6,4,56,"Margaret",-3000,743
2,4,5,37,"Bob",-2000,743
1,1,5,27,"Chris",-1200,744
2,6,4,54,"Roger",1500,744
2,5,5,48,"Lynda",-1000,744
1,6,5,26,"Lynda",500,745
2,2,2,57,"Alex",1000,745
2,6,5,51,"Lynda",-1000,745
1,5,4,24,"Bob",1000,746
2,4,3,48,"Glenn",2000,746
2,3,4,59,"Bob",-5000,746
1,4,5,15,"Paul",-1200,747
2,4,3,47,"Cris",1500,747
2,6,5,57,"Lynda",-2000,747
1,5,5,10,"Candy",1000,748
2,3,2,37,"Miranda",1600,748
2,6,4,59,"Paul",4400,748
1,4,5,27,"Ellen",1500,749
2,6,4,43,"Ellen",3000,749
2,1,5,35,"Cris",2000,749
1,2,3,20,"Ellen",-1300,750
2,2,3,34,"Ellen",1000,750
2,1,4,54,"Kevin",4700,750
1,6,3,3,"Ellen",100,751
2,6,4,44,"Kim",600,751
2,4,5,35,"Kim",1300,751
1,4,2,27,"Candy",1000,752
2,3,2,37,"Candy",2000,752
2,4,4,44,"Sarah",5000,752
1,4,5,25,"Eleanor",-1500,753
2,3,3,56,"William",-6000,753
1,2,5,22,"Kim",1000,754
2,2,3,33,"Kim",1000,754
2,5,4,59,"Kim",1000,754
1,2,5,25,"Kim",1400,755
2,1,4,34,"Gerard",1000,755
2,3,5,45,"Kim",2000,755
1,3,5,8,"Dave",200,756
2,1,3,54,"Dave",-4000,756
2,3,3,40,"Dave",2200,756
1,2,3,18,"David",1000,757
2,1,2,33,"Kim",1800,757
2,2,5,45,"Kim",-1300,757
1,1,3,22,"Eleanor",1200,758
2,2,3,39,"Joanna",-2000,758
2,4,3,47,"Eleanor",-2500,758
1,2,5,19,"Ken",900,759
2,2,3,43,"Brick",2000,759
2,3,3,39,"Kim",1200,759
1,2,5,5,"Jared",1000,760
2,3,2,42,"Jared",-1000,760
2,1,3,54,"Jennifer",1000,760
1,4,5,10,"Peter",800,761
2,3,3,53,"Barb",-1700,761
2,1,5,58,"Brick",3000,761
1,4,5,5,"Debbie",500,762
2,5,4,40,"Chris",1500,762
2,3,5,35,"Debbie",-1000,762
